Frequency	Amplitude	Phase Angle
50.0	6.23871686289e-05	163.322956362
51.0	6.60861189728e-05	162.063637226
52.0	7.02679313748e-05	160.639268903
53.0	7.50213032548e-05	159.015610202
54.0	8.04543384336e-05	157.148962916
55.0	8.66979903439e-05	154.983034345
56.0	9.39083920563e-05	152.444717516
57.0	0.000102265327541	149.438562242
58.0	0.000111960629994	145.839969960
59.0	0.000123163354997	141.488042629
60.0	0.000135936338812	136.181468194
61.0	0.000150063527517	129.686490495
62.0	0.000164752333273	121.776205274
63.0	0.000178278009406	112.329334192
64.0	0.000187941302593	101.494831990
65.0	0.000190975004987	89.8309737360
66.0	0.00018628795507	78.2228522129
67.0	0.000175339288385	67.5309765973
68.0	0.000161015537354	58.2623049661
69.0	0.000145921492044	50.5235352440
70.0	0.000131632884712	44.1728414182
71.0	0.000118827242425	38.9786396573
72.0	0.000107651878523	34.7098306783
73.0	9.8007873728e-05	31.1698814751
74.0	8.97087136111e-05	28.2025506451
75.0	8.25547478362e-05	25.6870783056
76.0	7.63631063458e-05	23.5309669166
77.0	7.09767966652e-05	21.6633075061
78.0	6.62649994024e-05	20.0294151176
79.0	6.21201444094e-05	18.5867523944
80.0	5.84541900307e-05	17.3019037517
81.0	5.51950710571e-05	16.1483462914
82.0	5.22836360748e-05	15.1048070805
83.0	4.96711261312e-05	14.1540463663
84.0	4.73171449719e-05	13.2819498495
85.0	4.51880428998e-05	12.4768451820
86.0	4.32556345263e-05	11.7289824412
87.0	4.14961815266e-05	11.0301352881
88.0	3.98895844122e-05	10.3732912759
89.0	3.8418737394e-05	9.75240879468
90.0	3.70690115905e-05	9.16222390070
91.0	3.58278386508e-05	8.59809476482
92.0	3.4684373943e-05	8.05587448278
93.0	3.36292218301e-05	7.53180519491
94.0	3.26542112848e-05	7.02242815995
95.0	3.17522102658e-05	6.52450550418
96.0	3.09169722833e-05	6.03495008643
97.0	3.01430074926e-05	5.55076076018
98.0	2.94254741563e-05	5.06896041781
99.0	2.87600852839e-05	4.58653474607
100.0	2.81430273809e-05	4.10036610145
