Frequency	Amplitude	Phase Angle
50.0	6.12950601641e-06	167.814639141
51.0	6.37648715652e-06	166.758594148
52.0	6.65394810274e-06	165.548250570
53.0	6.96715447418e-06	164.150186396
54.0	7.32239649069e-06	162.521603054
55.0	7.72708810638e-06	160.607198160
56.0	8.18972167329e-06	158.334957233
57.0	8.71945750249e-06	155.610638445
58.0	9.32488329195e-06	152.310982927
59.0	1.00110174417e-05	148.276582121
60.0	1.07728821911e-05	143.307784397
61.0	1.1583233935e-05	137.172690282
62.0	1.23731175561e-05	129.646477658
63.0	1.30120761694e-05	120.610211078
64.0	1.33153391789e-05	110.215490420
65.0	1.31170659634e-05	99.0235878806
66.0	1.23876926606e-05	87.9230050574
67.0	1.12722062305e-05	77.7781437196
68.0	9.99217350924e-06	69.1004259200
69.0	8.72707196709e-06	62.0016913849
70.0	7.57386375694e-06	56.3460651677
71.0	6.56548980096e-06	51.9088849661
72.0	5.70042986894e-06	48.4671447905
73.0	4.96313416437e-06	45.8338269904
74.0	4.33455535081e-06	43.8639431116
75.0	3.79663148373e-06	42.4501220191
76.0	3.33378760968e-06	41.5158961292
77.0	2.93315239187e-06	41.0096734788
78.0	2.58429699806e-06	40.9001975851
79.0	2.27884611264e-06	41.1735266591
80.0	2.01009914023e-06	41.8313525881
81.0	1.77270757429e-06	42.8904660607
82.0	1.56241718796e-06	44.3832007576
83.0	1.37587025334e-06	46.3586686186
84.0	1.21045917215e-06	48.8844627328
85.0	1.06422253953e-06	52.0481228234
86.0	9.35774189385e-07	55.9568309463
87.0	8.24252849182e-07	60.7322725503
88.0	7.2927183915e-07	66.4953339193
89.0	6.50833336547e-07	73.3335239864
90.0	5.89155488035e-07	81.2470988463
91.0	5.44368065029e-07	90.0855055014
92.0	5.16105835873e-07	99.5140344081
93.0	5.03166144336e-07	109.061679778
94.0	5.03461531784e-07	118.251731009
95.0	5.1433565293e-07	126.737511396
96.0	5.33048627019e-07	134.360235634
97.0	5.57171767456e-07	141.122149297
98.0	5.84781051676e-07	147.124040333
99.0	6.14489772009e-07	152.509727370
100.0	6.45405771131e-07	157.431430915
