Frequency	Amplitude	Phase Angle
50.0	0.000867409620789	-7.18159608544
51.0	0.000870106541152	-8.12729632574
52.0	0.000876323667455	-9.22675999417
53.0	0.000886397074473	-10.5134310389
54.0	0.00090074129174	-12.0301387490
55.0	0.000919849174262	-13.8322269805
56.0	0.000944275372679	-15.9917646732
57.0	0.000974582397108	-18.6030642484
58.0	0.00101120689947	-21.7894745305
59.0	0.00105416507077	-25.7105181325
60.0	0.00110245767814	-30.5659900565
61.0	0.00115299166429	-36.5879694653
62.0	0.00119897688737	-44.0015027085
63.0	0.00122853187849	-52.9258048438
64.0	0.00122596632791	-63.2096241965
65.0	0.00117878639998	-74.2921224909
66.0	0.00108756674026	-85.2853389428
67.0	0.000967716382318	-95.3255470938
68.0	0.000839640853672	-103.902169935
69.0	0.00071851259118	-110.904427704
70.0	0.00061160872365	-116.469529435
71.0	0.000520590034564	-120.823821966
72.0	0.000444344028477	-124.192447601
73.0	0.000380797791463	-126.765144414
74.0	0.000327787159527	-128.690381911
75.0	0.000283388361992	-130.080007816
76.0	0.000246000899694	-131.016275939
77.0	0.000214331972056	-131.558297119
78.0	0.000187350083487	-131.747147811
79.0	0.000164235094117	-131.609655815
80.0	0.000144334194893	-131.161106882
81.0	0.000127126004159	-130.407136312
82.0	0.000112192312229	-129.345043291
83.0	9.9196208078e-05	-127.964737570
84.0	8.7865255828e-05	-126.249522502
85.0	7.79785546402e-05	-124.176939883
86.0	6.93567350747e-05	-121.719960213
87.0	6.18541213709e-05	-118.848878146
88.0	5.53524350807e-05	-115.534359616
89.0	4.97555048109e-05	-111.752104288
90.0	4.49845261841e-05	-107.489427586
91.0	4.09735006102e-05	-102.753544618
92.0	3.76646411676e-05	-97.5803286890
93.0	3.50038054599e-05	-92.0409697105
94.0	3.29363758555e-05	-86.2430164469
95.0	3.14043100669e-05	-80.3229331055
96.0	3.03450734478e-05	-74.4302384305
97.0	2.96927063312e-05	-68.7073296364
98.0	2.93805511855e-05	-63.2714710075
99.0	2.93446253536e-05	-58.2041981774
100.0	2.95265921967e-05	-53.5495422614
