Frequency	Amplitude	Phase Angle
50.0	5.94884293728e-05	163.081951474
51.0	6.30774751783e-05	161.815901509
52.0	6.71361483066e-05	160.384686622
53.0	7.17509123168e-05	158.754063028
54.0	7.70272215775e-05	156.880329989
55.0	8.30929365206e-05	154.707192257
56.0	9.01006997252e-05	152.161540210
57.0	9.82266259492e-05	149.147920965
58.0	0.000107659304818	145.541733396
59.0	0.000118566376134	141.182076676
60.0	0.000131014021597	135.867636090
61.0	0.000144799782684	129.364652783
62.0	0.000159163419923	121.446219659
63.0	0.000172439508867	111.991055634
64.0	0.000182010705429	101.148112640
65.0	0.000185180528678	89.4756629624
66.0	0.000180865631862	77.8587965140
67.0	0.000170455649557	67.1580196518
68.0	0.000156736173037	57.8802876200
69.0	0.000142232361145	50.1322954878
70.0	0.000128478270435	43.7722144388
71.0	0.000116138403857	38.5684577663
72.0	0.00010536210383	34.2899235658
73.0	9.60583712835e-05	30.7400759718
74.0	8.8049878963e-05	27.7626709555
75.0	8.11455173465e-05	25.2369461625
76.0	7.51697109517e-05	23.0704015348
77.0	6.9971467959e-05	21.1921258532
78.0	6.54248261693e-05	19.5474320399
79.0	6.14261261263e-05	18.0937809012
80.0	5.78904761269e-05	16.7977552949
81.0	5.47483581468e-05	15.6328311385
82.0	5.19426914837e-05	14.5777346983
83.0	4.94264116324e-05	13.6152261159
84.0	4.71605187225e-05	12.7311915114
85.0	4.51125218649e-05	11.9139598166
86.0	4.32552044689e-05	11.1537833786
87.0	4.15656438679e-05	10.4424393038
88.0	4.00244322855e-05	9.77292004408
89.0	3.86150545897e-05	9.13919060285
90.0	3.73233897959e-05	8.53599578355
91.0	3.61373096732e-05	7.95870501045
92.0	3.50463531275e-05	7.40318574648
93.0	3.40414617997e-05	6.86569818445
94.0	3.31147629446e-05	6.34280616151
95.0	3.22593907785e-05	5.83129979848
96.0	3.14693381589e-05	5.32812655907
97.0	3.07393324383e-05	4.83032788478
98.0	3.00647307467e-05	4.33497892400
99.0	2.94414299345e-05	3.83912933950
100.0	2.88657884624e-05	3.33974028783
