Frequency	Amplitude	Phase Angle
50.0	2.34508622555e-06	173.554900972
51.0	2.38581752747e-06	173.000249931
52.0	2.4307702788e-06	172.353157482
53.0	2.48052667037e-06	171.590751606
54.0	2.53571887218e-06	170.683114395
55.0	2.59698588543e-06	169.590792066
56.0	2.66487312236e-06	168.261429935
57.0	2.73961914888e-06	166.625379979
58.0	2.82072616076e-06	164.590416135
59.0	2.90613261774e-06	162.036621475
60.0	2.99071259866e-06	158.815001644
61.0	3.06383943004e-06	154.759065288
62.0	3.10632178909e-06	149.728763593
63.0	3.08910738989e-06	143.714861159
64.0	2.9798114187e-06	137.009282037
65.0	2.76214532833e-06	130.347386738
66.0	2.45687221725e-06	124.819245189
67.0	2.11786846829e-06	121.488383082
68.0	1.80249521755e-06	120.988171533
69.0	1.54744717773e-06	123.346496698
70.0	1.3651711164e-06	128.009333283
71.0	1.25106075564e-06	134.015136264
72.0	1.19168601137e-06	140.330256699
73.0	1.17134939784e-06	146.190088635
74.0	1.17627922235e-06	151.224051860
75.0	1.19625691649e-06	155.365861252
76.0	1.22446355647e-06	158.705232066
77.0	1.2566415322e-06	161.381652984
78.0	1.29024512156e-06	163.532132816
79.0	1.32380280914e-06	165.272776317
80.0	1.3564947733e-06	166.696021056
81.0	1.38788879294e-06	167.873551128
82.0	1.417779578e-06	168.860507246
83.0	1.44609215473e-06	169.699393741
84.0	1.4728240138e-06	170.423253095
85.0	1.49801059921e-06	171.058109499
86.0	1.52170481114e-06	171.624809370
87.0	1.54396497322e-06	172.140400779
88.0	1.56484800568e-06	172.619173521
89.0	1.58440578952e-06	173.073454534
90.0	1.60268361476e-06	173.514230154
91.0	1.61972002579e-06	173.951647817
92.0	1.63554779061e-06	174.395437069
93.0	1.6501958165e-06	174.855279329
94.0	1.66369218407e-06	175.341149662
95.0	1.6760684496e-06	175.863648267
96.0	1.68736571811e-06	176.434335570
97.0	1.6976430484e-06	177.066080405
98.0	1.70698915905e-06	177.773425645
99.0	1.71553863788e-06	178.572966782
100.0	1.72349446297e-06	179.483573527
