Frequency	Amplitude	Phase Angle
50.0	2.63540565804e-05	-15.4708537179
51.0	2.77790508115e-05	-16.6863927478
52.0	2.93873405312e-05	-18.0654230444
53.0	3.12121277796e-05	-19.6421030470
54.0	3.32937110173e-05	-21.4600425007
55.0	3.56806358445e-05	-23.5754394906
56.0	3.8430328133e-05	-26.0612996572
57.0	4.16081043557e-05	-29.0129645679
58.0	4.52821106104e-05	-32.5549158674
59.0	4.95090764949e-05	-36.8479260239
60.0	5.43011633887e-05	-42.0931715842
61.0	5.9558699882e-05	-48.5242624026
62.0	6.4956441469e-05	-56.3679446971
63.0	6.98121241636e-05	-65.7453255114
64.0	7.30831335757e-05	-76.5072641799
65.0	7.37310098661e-05	-88.0952836573
66.0	7.13922902218e-05	-99.6240711415
67.0	6.66883454325e-05	-110.232877460
68.0	6.07646309156e-05	-119.414482101
69.0	5.4628548185e-05	-127.061899938
70.0	4.88746405372e-05	-133.316641595
71.0	4.37473471179e-05	-138.409944201
72.0	3.92886966178e-05	-142.572525019
73.0	3.54492311168e-05	-146.000494992
74.0	3.21488416242e-05	-148.849628659
75.0	2.93047318004e-05	-151.240167853
76.0	2.68422689841e-05	-153.264034084
77.0	2.46979747394e-05	-154.991494378
78.0	2.28192748796e-05	-156.476516325
79.0	2.11631227941e-05	-157.760833771
80.0	1.9694395555e-05	-158.876959932
81.0	1.83844088354e-05	-159.850401500
82.0	1.72096566371e-05	-160.701283932
83.0	1.61507840898e-05	-161.445547519
84.0	1.51917663332e-05	-162.095830911
85.0	1.43192578608e-05	-162.662125576
86.0	1.35220787445e-05	-163.152261063
87.0	1.27908084513e-05	-163.572262835
88.0	1.21174643613e-05	-163.926613184
89.0	1.14952462334e-05	-164.218435516
90.0	1.09183326815e-05	-164.449617317
91.0	1.03817183545e-05	-164.620880996
92.0	9.88108382099e-06	-164.731809297
93.0	9.41269147046e-06	-164.780828267
94.0	8.97330281992e-06	-164.765149511
95.0	8.56011367159e-06	-164.680670700
96.0	8.17070481654e-06	-164.521833273
97.0	7.80300654398e-06	-164.281434580
98.0	7.45527648761e-06	-163.950393782
99.0	7.1260908923e-06	-163.517472321
100.0	6.81435023135e-06	-162.968819643
