	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00756196570991	71.3469680990
51.0	0.00805921626122	69.9320398093
52.0	0.0086080161388	68.3422022906
53.0	0.00921563605442	66.5457172933
54.0	0.00989016120587	64.5038242685
55.0	0.0106402535176	62.1691719251
56.0	0.0114745633945	59.4841102946
57.0	0.0124005102169	56.3791117760
58.0	0.0134219855424	52.7719451619
59.0	0.0145353518281	48.5688840413
60.0	0.0157230675811	43.6702709710
61.0	0.0169448117847	37.9840300687
62.0	0.0181279543083	31.4511835280
63.0	0.0191633481402	24.0843940823
64.0	0.0199169212819	16.0103795186
65.0	0.0202649158391	7.49129378254
66.0	0.0201427721552	-1.10495941640
67.0	0.0195759205626	-9.38874328978
68.0	0.0186669720918	-17.0451780094
69.0	0.0175504168045	-23.8894439161
70.0	0.0163487298353	-29.8643234419
71.0	0.0151506667872	-35.0029200649
72.0	0.0140098575981	-39.3864417393
73.0	0.0129529304543	-43.1128181026
74.0	0.0119890094265	-46.2784735181
75.0	0.0111171948655	-48.9698472012
76.0	0.0103315149639	-51.2606602086
77.0	0.00962388073995	-53.2120583391
78.0	0.00898571622401	-54.8739518458
79.0	0.00840878732258	-56.2866895883
80.0	0.00788557460789	-57.4826740449
81.0	0.00740939917338	-58.4877660359
82.0	0.00697442239933	-59.3224435624
83.0	0.00657558673928	-60.0027281235
84.0	0.00620853369515	-60.5409090478
85.0	0.00586951767425	-60.9460989946
86.0	0.00555532486591	-61.2246511533
87.0	0.00526320091643	-61.3804628394
88.0	0.00499078885458	-61.4151865963
89.0	0.00473607701576	-61.3283650212
90.0	0.00449735648381	-61.1175033014
91.0	0.00427318715907	-60.7780919013
92.0	0.00406237181615	-60.3035936678
93.0	0.00386393731375	-59.6854097498
94.0	0.00367712266718	-58.9128483476
95.0	0.00350137339889	-57.9731273731
96.0	0.00333634192292	-56.8514590196
97.0	0.00318189352073	-55.5312869528
98.0	0.00303811711717	-53.9947748002
99.0	0.00290533965658	-52.2236822019
100.0	0.00278414156579	-50.2007527824
