	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.0177211723109	-111.751991612
51.0	0.0190640947789	-113.282331519
52.0	0.0205592603203	-114.991904593
53.0	0.0222294610028	-116.912687854
54.0	0.0241005677751	-119.083697224
55.0	0.0262011474693	-121.552557650
56.0	0.0285611908191	-124.377212344
57.0	0.0312091736444	-127.627504131
58.0	0.0341661784502	-131.386002954
59.0	0.0374352061828	-135.746800228
60.0	0.0409835053687	-140.809947173
61.0	0.0447169320108	-146.667944998
62.0	0.048450492267	-153.380231594
63.0	0.0518907942572	-160.934643089
64.0	0.0546601710905	-169.205003057
65.0	0.0563882949713	-177.929746338
66.0	0.0568499135949	173.258693684
67.0	0.0560629593797	164.748645916
68.0	0.0542692666608	156.854529516
69.0	0.051818310588	149.760326480
70.0	0.0490446827235	143.522335419
71.0	0.0462014250268	138.106442636
72.0	0.0434494556793	133.430327379
73.0	0.0408756834295	129.394831559
74.0	0.0385171896563	125.902172609
75.0	0.0363812599867	122.864405472
76.0	0.0344591185911	120.206136590
77.0	0.0327344010013	117.864358453
78.0	0.0311880116162	115.787083676
79.0	0.029800729606	113.931640880
80.0	0.0285544944963	112.263024855
81.0	0.0274329505271	110.752451337
82.0	0.026421593731	109.376151322
83.0	0.0255077169515	108.114390751
84.0	0.0246802628485	106.950683026
85.0	0.023929642973	105.871160770
86.0	0.0232475536446	104.864074967
87.0	0.0226268033529	103.919394851
88.0	0.0220611575965	103.028487332
89.0	0.0215452030122	102.183858429
90.0	0.021074229831	101.378943585
91.0	0.0206441312093	100.607936104
92.0	0.0202513171517	99.8656455416
93.0	0.0198926410883	99.1473795280
94.0	0.0195653370573	98.4488439994
95.0	0.0192669655676	97.7660578565
96.0	0.0189953668798	97.0952787850
97.0	0.0187486196667	96.4329380174
98.0	0.0185250045519	95.7755817952
99.0	0.0183229703775	95.1198185895
100.0	0.018141103004	94.4621909873
