	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.0183192715347	-111.597070625
51.0	0.0196982274775	-113.123100071
52.0	0.0212329189429	-114.828289704
53.0	0.0229466058633	-116.744614980
54.0	0.0248656697351	-118.911090297
55.0	0.0270192084086	-121.375338966
56.0	0.0294377156269	-124.195302636
57.0	0.032150047306	-127.440822528
58.0	0.0351773704646	-131.194466984
59.0	0.0385221830872	-135.550325783
60.0	0.0421501896067	-140.608448492
61.0	0.0459640489032	-146.461334622
62.0	0.0497732960602	-153.168420625
63.0	0.0532766043771	-160.717540786
64.0	0.0560868826425	-168.982517081
65.0	0.0578255087976	-177.701782689
66.0	0.0582635014533	173.492230650
67.0	0.0574215821007	164.987853533
68.0	0.0555496774547	157.099506678
69.0	0.0530072634519	150.011173795
70.0	0.0501377340269	143.779155105
71.0	0.047200312619	138.369338380
72.0	0.0443595025757	133.699404466
73.0	0.0417038615968	129.670196830
74.0	0.0392708990151	126.183934222
75.0	0.0370676527416	123.152672989
76.0	0.0350847755503	120.501020784
77.0	0.033305212693	118.165971272
78.0	0.0317091689967	116.095538039
79.0	0.0302767679678	114.247050567
80.0	0.0289893590307	112.585504208
81.0	0.0278300671281	111.082115066
82.0	0.0267839367284	109.713114280
83.0	0.0258378706937	108.458767430
84.0	0.0249804755394	107.302587226
85.0	0.0242018731052	106.230705149
86.0	0.0234935096208	105.231370382
87.0	0.0228479770092	104.294549688
88.0	0.0222588525741	103.411606708
89.0	0.0217205586487	102.575043211
90.0	0.0212282412844	101.778289283
91.0	0.020777666479	101.015531523
92.0	0.0203651312772	100.281571256
93.0	0.0199873881989	99.5717060759
94.0	0.0196415804878	98.8816297416
95.0	0.0193251862924	98.2073465338
96.0	0.0190359703999	97.5450967055
97.0	0.0187719418526	96.8912907126
98.0	0.0185313161952	96.2424503174
99.0	0.0183124808664	95.5951551611
100.0	0.0181139629213	94.9459138274
