Frequency	Amplitude	Phase Angle
50.0	0.604957995561	-12.1855128989
51.0	0.654759152939	-13.2415578913
52.0	0.710306572546	-14.4519014696
53.0	0.772621724873	-15.8499656436
54.0	0.842947442944	-17.4785489853
55.0	0.922785963667	-19.3929538796
56.0	1.01392290316	-21.6651948070
57.0	1.11840451946	-24.3895135947
58.0	1.23839482590	-27.6891691122
59.0	1.37575778181	-31.7235699191
60.0	1.53106683099	-36.6923676424
61.0	1.70156770470	-42.8274617573
62.0	1.87768291589	-50.3536743821
63.0	2.03886012618	-59.3899409613
64.0	2.15313826058	-69.7846616199
65.0	2.18787825815	-80.9765641590
66.0	2.13028657147	-92.0771469822
67.0	1.99764479449	-102.222008320
68.0	1.82405331820	-110.899726120
69.0	1.64031205091	-117.998460655
70.0	1.46512036575	-123.654086872
71.0	1.30660274177	-128.091267074
72.0	1.16662784142	-131.533007249
73.0	1.0441465846	-134.166325049
74.0	0.937060711206	-136.136208928
75.0	0.843103143025	-137.550030021
76.0	0.760194721036	-138.484255910
77.0	0.686555758874	-138.990478561
78.0	0.620713748932	-139.099954455
79.0	0.561473053422	-138.826625380
80.0	0.507875413018	-138.168799451
81.0	0.459162989489	-137.109685979
82.0	0.41474814226	-135.616951282
83.0	0.374191055987	-133.641483421
84.0	0.337185161548	-131.115689307
85.0	0.303549862792	-127.952029216
86.0	0.273229571779	-124.043321093
87.0	0.246296760112	-119.267879489
88.0	0.222953618162	-113.504818120
89.0	0.203521146258	-106.666628053
90.0	0.188397303763	-98.7530531933
91.0	0.177965230348	-89.9146465383
92.0	0.17245435309	-80.4861176315
93.0	0.171805493222	-70.9384722616
94.0	0.175623139601	-61.7484210303
95.0	0.183254048199	-53.2626406439
96.0	0.193940732629	-45.6399164056
97.0	0.206962807639	-38.8780027429
98.0	0.221720158348	-32.8761117070
99.0	0.237763280647	-27.4904246699
100.0	0.25479598557	-22.5685690850
