Frequency	Amplitude	Phase Angle
50.0	6.07895806468	-16.7781224023
51.0	6.70228428041	-18.0402762905
52.0	7.41170346181	-19.4675293466
53.0	8.22386576673	-21.0941239632
54.0	9.15937217260	-22.9637595408
55.0	10.2436737678	-25.1327298496
56.0	11.5079499293	-27.6741431924
57.0	12.9895879696	-30.6834509454
58.0	14.7313276125	-34.2852529961
59.0	16.7769494417	-38.6404485850
60.0	19.1591398494	-43.9503510684
61.0	21.8719155622	-50.4487179476
62.0	24.8190186394	-58.3624547977
63.0	27.7440447993	-67.8128413798
64.0	30.1993735970	-78.6509242861
65.0	31.6699558624	-90.3184298755
66.0	31.8675691076	-101.930266836
67.0	30.9272163209	-112.625927430
68.0	29.2709571950	-121.898455092
69.0	27.3282435500	-129.641153488
70.0	25.3864142655	-135.995850066
71.0	23.5897784053	-141.194130305
72.0	21.9903263523	-145.467095105
73.0	20.5925131619	-149.011279153
74.0	19.3803676307	-151.982925424
75.0	18.3313097050	-154.502795538
76.0	17.4224151347	-156.663388714
77.0	16.6328940341	-158.535615628
78.0	15.9448154159	-160.174163007
79.0	15.3430813416	-161.621569849
80.0	14.8151201807	-162.911253510
81.0	14.3505078019	-164.069738549
82.0	13.9406036879	-165.118299587
83.0	13.5782324665	-166.074177914
84.0	13.2574171019	-166.951489285
85.0	12.9731606588	-167.761907526
86.0	12.7212692485	-168.515183742
87.0	12.4982095359	-169.219545291
88.0	12.3009939916	-169.882005399
89.0	12.1270883705	-170.508606111
90.0	11.9743370654	-171.104611394
91.0	11.8409025139	-171.674662566
92.0	11.7252159606	-172.222905396
93.0	11.6259370825	-172.753095731
94.0	11.5419209357	-173.268689327
95.0	11.4721904221	-173.772919784
96.0	11.4159133979	-174.268868422
97.0	11.3723831608	-174.759528630
98.0	11.3410016353	-175.247867364
99.0	11.3212643679	-175.736885874
100.0	11.3127465754	-176.229532802
