Frequency	Amplitude	Phase Angle
50.0	89.7300996614	172.442099322
51.0	93.8585537454	171.465640337
52.0	98.5045213232	170.333078333
53.0	103.759338740	169.010769724
54.0	109.732946900	167.455663876
55.0	116.556300917	165.612171072
56.0	124.381788997	163.407948461
57.0	133.378210602	160.748378001
58.0	143.712881411	157.509768991
59.0	155.505751676	153.532215539
60.0	168.727593427	148.615491895
61.0	183.000396576	142.527033547
62.0	197.271623856	135.041245962
63.0	209.461992702	126.038293372
64.0	216.525989174	115.668722653
65.0	215.594429377	104.492569854
66.0	205.919733597	93.3968798662
67.0	189.630794321	83.2443308837
68.0	170.240331604	74.5442966235
69.0	150.699228410	67.4061718671
70.0	132.668489840	61.6911490470
71.0	116.768860181	57.1710310935
72.0	103.042597272	53.6185289326
73.0	91.2843641964	50.8414072549
74.0	81.2166444732	48.6882852980
75.0	72.5671513557	47.0439149205
76.0	65.0967222672	45.8220653823
77.0	58.6052245675	44.9589710587
78.0	52.9288597605	44.4081094218
79.0	47.9348136951	44.1362907384
80.0	43.5156840307	44.1208250240
81.0	39.5845538256	44.3475141387
82.0	36.0709224635	44.8092595611
83.0	32.9174562948	45.5051218340
84.0	30.0774368027	46.4397072294
85.0	27.5127773423	47.6227763610
86.0	25.1924905338	49.0689796413
87.0	23.0915097880	50.7976129129
88.0	21.1897856866	52.8322586038
89.0	19.4715925392	55.2001269625
90.0	17.9249866127	57.9308452558
91.0	16.5413603282	61.0543634965
92.0	15.3150312431	64.5975992276
93.0	14.2427958428	68.5794946422
94.0	13.3233728219	73.0044407701
95.0	12.5566675453	77.8546579884
96.0	11.9428289653	83.0831254182
97.0	11.4811532974	88.6096909392
98.0	11.1690026055	94.3232691960
99.0	11.0009965592	100.091665572
100.0	10.9687270068	105.777482530
