Frequency	Amplitude	Phase Angle
50.0	2.64445959058	164.387759569
51.0	2.90172567223	163.166962732
52.0	3.19316929697	161.782483831
53.0	3.52528203810	160.200154733
54.0	3.90606843310	158.376355348
55.0	4.34537477331	156.254876495
56.0	4.85519366689	153.762700940
57.0	5.44978521386	150.804474542
58.0	6.14523006498	147.255702251
59.0	6.95755670903	142.955597459
60.0	7.89770395318	137.702968168
61.0	8.96034152417	131.264188159
62.0	10.1033451702	123.412493540
63.0	11.2207312691	114.026758314
64.0	12.1323789628	103.256102612
65.0	12.6361783728	91.6589813983
66.0	12.6257943946	80.1206834832
67.0	12.1649630075	69.5019321158
68.0	11.4283377982	60.3099195170
69.0	10.5888104249	52.6516001444
70.0	9.75969363077	46.3854298908
71.0	8.99631878481	41.2801348821
72.0	8.31729467644	37.1049577513
73.0	7.72269261000	33.6637432811
74.0	7.20486633194	30.8006683721
75.0	6.75387747757	28.3954374019
76.0	6.35990239784	26.3560694168
77.0	6.01414688334	24.6122311956
78.0	5.70908130079	23.1098814498
79.0	5.43839255236	21.8072040318
80.0	5.19683547201	20.6715934846
81.0	4.98006365515	19.6774392655
82.0	4.78447161020	18.8044987125
83.0	4.60705879003	18.0366988370
84.0	4.44531684008	17.3612501806
85.0	4.29713788215	16.7679890880
86.0	4.16074061992	16.2488889353
87.0	4.03461104440	15.7976975927
88.0	3.91745494769	15.4096712017
89.0	3.80815987896	15.0813831604
90.0	3.70576468531	14.8105933440
91.0	3.60943521474	14.5961673548
92.0	3.51844503831	14.4380395687
93.0	3.43216040643	14.3372156448
94.0	3.3500288676	14.2958132214
95.0	3.27157121619	14.3171405405
96.0	3.19637668984	14.4058142236
97.0	3.12410146669	14.5679182218
98.0	3.05447091833	14.8112053444
99.0	2.98728618301	15.1453414299
100.0	2.92243618366	15.5821741509
