Frequency	Amplitude	Phase Angle
50.0	6.15736674071	-16.6771956781
51.0	6.78594502231	-17.9365148141
52.0	7.50107646228	-19.3608831367
53.0	8.31947805058	-20.9845418381
54.0	9.26182827475	-22.8511891233
55.0	10.3536658915	-25.0171176949
56.0	11.6262643961	-27.5554345231
57.0	13.1171009748	-30.5615897977
58.0	14.8689758947	-34.1601820795
59.0	16.9256466746	-38.5121094104
60.0	19.3195855844	-43.8186838461
61.0	22.0442109268	-50.3136615443
62.0	25.0019964763	-58.2239467660
63.0	27.9343526751	-67.6708178473
64.0	30.3907849374	-78.5053200499
65.0	31.8539269702	-90.1691783036
66.0	32.0355646515	-101.777299827
67.0	31.0733861277	-112.469175442
68.0	29.3930969995	-121.737847074
69.0	27.4269288474	-129.476616796
70.0	25.4636241663	-135.827310621
71.0	23.6478930675	-141.021512382
72.0	22.0316154313	-145.290321361
73.0	20.6189442453	-148.830270565
74.0	19.3935719294	-151.797601395
75.0	18.3326108079	-154.313073734
76.0	17.4128760205	-156.469185123
77.0	16.6133640489	-158.336844534
78.0	15.9159710486	-159.970736922
79.0	15.3054596215	-161.413399645
80.0	14.7691451184	-162.698248288
81.0	14.2965112798	-163.851805748
82.0	13.8788417714	-164.895344959
83.0	13.5088981639	-165.846105673
84.0	13.1806503998	-166.718202190
85.0	12.8890562946	-167.523306858
86.0	12.6298829704	-168.271169598
87.0	12.3995629219	-168.970016752
88.0	12.1950782880	-169.626860764
89.0	12.0138675036	-170.247743245
90.0	11.8537499500	-170.837928139
91.0	11.7128648206	-171.402057275
92.0	11.5896214592	-171.944277557
93.0	11.4826585775	-172.468346845
94.0	11.3908109061	-172.977723880
95.0	11.3130813260	-173.475646535
96.0	11.2486177646	-173.965201953
97.0	11.1966934180	-174.449391279
98.0	11.1566897913	-174.931191622
99.0	11.1280814430	-175.413617294
100.0	11.1104218759	-175.899633899
