Frequency	Amplitude	Phase Angle
50.0	1.99393661775	165.146038046
51.0	2.18121879130	163.954890463
52.0	2.39272033054	162.601242723
53.0	2.63298540850	161.050991929
54.0	2.90760397208	159.260587574
55.0	3.22343112844	157.173895023
56.0	3.58878152803	154.717976492
57.0	4.01348150009	151.797563207
58.0	4.50849952152	148.288251508
59.0	5.08453941288	144.029353022
60.0	5.74836028958	138.819781373
61.0	6.49473530539	132.426024155
62.0	7.29187896229	124.621440349
63.0	8.06258668824	115.285036472
64.0	8.67796051251	104.566076379
65.0	8.99587000073	93.0231706274
66.0	8.94492572183	81.5417771803
67.0	8.57534863594	70.9828032788
68.0	8.01450535798	61.8536417353
69.0	7.38618782104	54.2614662260
70.0	6.77037493195	48.0649725941
71.0	6.20533686305	43.0331501581
72.0	5.70326849214	38.9355311663
73.0	5.26338629910	35.5762793815
74.0	4.87962972146	32.7999245108
75.0	4.54447879204	30.4865615316
76.0	4.25062112847	28.5446435178
77.0	3.99156629532	26.9043209444
78.0	3.76178662648	25.5120927871
79.0	3.55666445062	24.3267484672
80.0	3.37237360392	23.3163634887
81.0	3.20575025457	22.4560955256
82.0	3.05417454739	21.7265715742
83.0	2.91546966647	21.1127066626
84.0	2.78781872731	20.6028379102
85.0	2.66969751661	20.1880914820
86.0	2.55982062537	19.8619228561
87.0	2.45709839230	19.6197901177
88.0	2.36060269844	19.4589307741
89.0	2.26953975596	19.3782232634
90.0	2.18322862413	19.3781200763
91.0	2.10108437825	19.4606449377
92.0	2.02260518140	19.6294505483
93.0	1.94736272485	19.8899362323
94.0	1.87499571661	20.2494274532
95.0	1.80520627839	20.7174202917
96.0	1.73775935515	21.3058936425
97.0	1.67248536862	22.0296897590
98.0	1.60928663646	22.9069553849
99.0	1.54814834235	23.9596202140
100.0	1.48915504341	25.2138376504
