Frequency	Amplitude	Phase Angle
50.0	110.817526361	170.753116040
51.0	117.058428313	169.652053432
52.0	124.103310895	168.387064093
53.0	132.098380110	166.923996870
54.0	141.221343734	165.219250238
55.0	151.686688777	163.216635274
56.0	163.748832681	160.843156528
57.0	177.698399589	158.003483630
58.0	193.841024637	154.573146999
59.0	212.436456562	150.391387488
60.0	233.555469113	145.257042657
61.0	256.787605692	138.936517897
62.0	280.743715299	131.203083179
63.0	302.474273050	121.935648633
64.0	317.435217532	111.283373026
65.0	321.054578278	99.8047524953
66.0	311.659897509	88.3851195934
67.0	291.870689778	77.8852441143
68.0	266.631946322	68.8123676731
69.0	240.331920285	61.2734972043
70.0	215.583458144	55.1271439420
71.0	193.478685136	50.1420927838
72.0	174.224006689	46.0876483298
73.0	157.621538053	42.7677206307
74.0	143.334865288	40.0265553445
75.0	131.012127843	37.7439290943
76.0	120.334396715	35.8279363405
77.0	111.029519959	34.2083229592
78.0	102.871603354	32.8311298585
79.0	95.6753989464	31.6546260581
80.0	89.2895785074	30.6462937577
81.0	83.5904408734	29.7806125110
82.0	78.4765429341	29.0374308615
83.0	73.8643080498	28.4007675164
84.0	69.6845080268	27.8579237732
85.0	65.8794706632	27.3988239200
86.0	62.4008710352	27.0155241930
87.0	59.2079847603	26.7018467541
88.0	56.2663027922	26.4531098462
89.0	53.5464312583	26.2659306813
90.0	51.0232127882	26.1380878396
91.0	48.6750244037	26.0684311399
92.0	46.4832149796	26.0568320574
93.0	44.4316542755	26.1041706039
94.0	42.5063736192	26.2123547220
95.0	40.6952826259	26.3843716798
96.0	38.9879499798	26.6243703494
97.0	37.3754421181	26.9377740628
98.0	35.8502146432	27.3314229418
99.0	34.4060560637	27.8137424335
100.0	33.0380845583	28.3949068425
