Frequency	Amplitude	Phase Angle
50.0	86.8959158619	172.698794381
51.0	90.7534848595	171.743167083
52.0	95.0931246968	170.633001994
53.0	99.9994985006	169.334786833
54.0	105.574333207	167.805616363
55.0	111.938501957	165.990062112
56.0	119.232148720	163.815960548
57.0	127.609574640	161.188893390
58.0	137.221856754	157.985392963
59.0	148.172984671	154.045802984
60.0	160.423370966	149.170177764
61.0	173.601941239	143.126267559
62.0	186.701673118	135.688832852
63.0	197.755103648	126.738438935
64.0	203.904533202	116.426087066
65.0	202.489159689	105.312329479
66.0	192.867910434	94.2847990210
67.0	177.099043765	84.2068452152
68.0	158.511143139	75.5886106598
69.0	139.874950315	68.5403729978
70.0	122.734513949	62.9243412304
71.0	107.654253039	58.5134920383
72.0	94.6581947841	55.0818950315
73.0	83.5418454409	52.4388917202
74.0	74.0363758388	50.4349354572
75.0	65.8804432774	48.9569161054
76.0	58.8456362477	47.9210990408
77.0	52.7414729665	47.2666363543
78.0	47.4124957884	46.9504166921
79.0	42.7330013282	46.9432358927
80.0	38.6016494986	47.2270494147
81.0	34.9367387971	47.7930495496
82.0	31.6723293677	48.6403448367
83.0	28.7551630692	49.7750565009
84.0	26.1422595064	51.2096673555
85.0	23.7990574610	52.9624576424
86.0	21.6979839058	55.0568345623
87.0	19.8173484258	57.5203045282
88.0	18.1404727751	60.3827618060
89.0	16.6549696327	63.6736845911
90.0	15.3520821845	67.4178076233
91.0	14.2259914680	71.6289758836
92.0	13.2729994064	76.3023482438
93.0	12.4905214907	81.4060289548
94.0	11.8758923909	86.8744458239
95.0	11.4251035849	92.6067453511
96.0	11.1317189869	98.4730366001
97.0	10.9862673253	104.328787294
98.0	10.9763150313	110.033909619
99.0	11.0871961387	115.470559533
100.0	11.3031472484	120.554295660
