Frequency	Amplitude	Phase Angle
50.0	3.3280537295	-15.1374022679
51.0	3.64492800120	-16.3433511180
52.0	4.00325867162	-17.7126865081
53.0	4.41087154278	-19.2795786002
54.0	4.87740463549	-21.0876512957
55.0	5.41469481475	-23.1931194080
56.0	6.03712784688	-25.6690082994
57.0	6.76175458992	-28.6106824583
58.0	7.60770011148	-32.1426505798
59.0	8.59381759583	-36.4257162804
60.0	9.73247296621	-41.6610923210
61.0	11.0158670323	-48.0824304958
62.0	12.3910993597	-55.9165252946
63.0	13.7276154167	-65.2845395264
64.0	14.8056681038	-76.0373965828
65.0	15.3810073974	-87.6166931716
66.0	15.3282917071	-99.1372012412
67.0	14.7296032750	-109.738268886
68.0	13.8002827320	-118.912787558
69.0	12.7513598835	-126.553900330
70.0	11.7200664644	-132.803265281
71.0	10.7726835917	-137.892289096
72.0	9.93087521248	-142.051883425
73.0	9.19395607997	-145.478383484
74.0	8.55205562596	-148.327821160
75.0	7.99267755162	-150.720735097
76.0	7.50358481933	-152.749388975
77.0	7.07387809078	-154.484444519
78.0	6.69425694450	-155.980325553
79.0	6.35694395033	-157.279293587
80.0	6.05549197392	-158.414473220
81.0	5.78457005183	-159.412080464
82.0	5.53976568147	-160.293065087
83.0	5.31741540682	-161.074327039
84.0	5.11446476797	-161.769624006
85.0	4.92835465288	-162.390255004
86.0	4.75692980794	-162.945580316
87.0	4.59836541845	-163.443421187
88.0	4.45110818203	-163.890371005
89.0	4.31382888595	-164.292040537
90.0	4.18538411331	-164.653254324
91.0	4.06478513664	-164.978210697
92.0	3.95117251027	-165.270615090
93.0	3.84379518792	-165.533794169
94.0	3.74199315918	-165.770796638
95.0	3.64518284739	-165.984485711
96.0	3.55284470517	-166.177627849
97.0	3.46451234699	-166.352981329
98.0	3.37976289740	-166.513388908
99.0	3.29820797786	-166.661877935
100.0	3.21948500330	-166.801631424
