Frequency	Amplitude	Phase Angle
50.0	85.6098981089	172.818555954
51.0	89.3454668483	171.872855714
52.0	93.5472370778	170.773392045
53.0	98.2968928189	169.486721001
54.0	103.692495973	167.970013291
55.0	109.850424249	166.167925059
56.0	116.905368148	164.008387366
57.0	125.005180334	161.397087791
58.0	134.293733552	158.210677509
59.0	144.867972499	154.289633907
60.0	156.683824591	149.434161983
61.0	169.373543759	143.412182574
62.0	181.950782230	135.998649331
63.0	192.498462826	127.074347196
64.0	198.243166873	116.790527843
65.0	196.617226955	105.708029549
66.0	187.026663143	94.7148130968
67.0	171.497358561	84.6746049458
68.0	153.274929005	76.0979821044
69.0	135.049288752	69.0957243359
70.0	118.312188553	63.5306226050
71.0	103.602988828	59.1763300740
72.0	90.9377234186	55.8077044390
73.0	80.1124249740	53.2350076252
74.0	70.8622785896	51.3097701285
75.0	62.9309480566	49.9201442234
76.0	56.0949308152	48.9838761005
77.0	50.1681570088	48.4418549210
78.0	44.9989969307	48.2530042283
79.0	40.4650315182	48.3904962250
80.0	36.4677479718	48.8390451581
81.0	32.9279103659	49.5930157279
82.0	29.7817723918	50.6551087483
83.0	26.9780771556	52.0354144696
84.0	24.4757205881	53.7506295375
85.0	22.2419453473	55.8232121565
86.0	20.2509443404	58.2801918264
87.0	18.4827625508	61.1512738935
88.0	16.9223943841	64.4657924235
89.0	15.5589715572	68.2480477512
90.0	14.3849350745	72.5107244539
91.0	13.3950886224	77.2466074214
92.0	12.5854638244	82.4198233506
93.0	11.9520085550	87.9591823291
94.0	11.4892387395	93.7571355927
95.0	11.1891270183	99.6772189341
96.0	11.0405420403	105.569913609
97.0	11.0294279568	111.292822403
98.0	11.1396572145	116.728681032
99.0	11.3542563461	121.795953862
100.0	11.6566313717	126.450457739
