Frequency	Amplitude	Phase Angle
50.0	5.87127264352	-16.9182005658
51.0	6.47700735585	-18.1842505307
52.0	7.16675974343	-19.6154654177
53.0	7.95680845614	-21.2460890115
54.0	8.86730178411	-23.1198220507
55.0	9.92314238499	-25.2929597826
56.0	11.1548556454	-27.8386118293
57.0	12.5990753853	-30.8522310751
58.0	14.2977366979	-34.4584186438
59.0	16.2939097426	-38.8180753640
60.0	18.6200145239	-44.1325159497
61.0	21.2709710645	-50.6354992567
62.0	24.1538507226	-58.5539323803
63.0	27.0195189630	-68.0090964054
64.0	29.4317860348	-78.8520393996
65.0	30.8874296782	-90.5244890772
66.0	31.1030986440	-102.141355526
67.0	30.2079144106	-112.842132388
68.0	28.6119067333	-122.119864420
69.0	26.7335318073	-129.867856552
70.0	24.8533821852	-136.227937601
71.0	23.1127854135	-141.431694273
72.0	21.5629990342	-145.710228474
73.0	20.2088069708	-149.260076068
74.0	19.0349587270	-152.237481084
75.0	18.0196684905	-154.763205877
76.0	17.1407492431	-156.929750505
77.0	16.3780492337	-158.808026186
78.0	15.7141726184	-160.452720000
79.0	15.1344640626	-161.906371138
80.0	14.6267161078	-163.202396745
81.0	14.1808046408	-164.367320901
82.0	13.7883370478	-165.422417341
83.0	13.4423439402	-166.384925924
84.0	13.1370206365	-167.268960528
85.0	12.8675153115	-168.086192223
86.0	12.6297574012	-168.846368661
87.0	12.4203191130	-169.557712736
88.0	12.2363040966	-170.227231996
89.0	12.0752575684	-170.860961437
90.0	11.9350937871	-171.464156256
91.0	11.8140373275	-172.041447029
92.0	11.7105751120	-172.596966293
93.0	11.6234174344	-173.134453855
94.0	11.5514657394	-173.657345878
95.0	11.4937860499	-174.168852241
96.0	11.4495867516	-174.672025481
97.0	11.4181997689	-175.169824155
98.0	11.3990643896	-175.665173116
99.0	11.3917127461	-176.161022700
100.0	11.3957565140	-176.660259712
