Frequency	Amplitude	Phase Angle
50.0	110.234890575	170.780509488
51.0	116.422244019	169.680790782
52.0	123.406758893	168.417167286
53.0	131.333368717	166.955485999
54.0	140.378218004	165.252143440
55.0	150.753880116	163.250948700
56.0	162.712455667	160.878904152
57.0	176.541840401	158.040677230
58.0	192.544641043	154.611796089
59.0	210.977685528	150.431499162
60.0	231.909989890	145.298621638
61.0	254.932785962	138.979566313
62.0	278.666170241	131.247600690
63.0	300.182692607	121.981632317
64.0	314.974809167	111.330817317
65.0	318.510440191	99.8536491934
66.0	309.136639875	88.4354579679
67.0	289.457987298	77.9370108793
68.0	264.383016628	68.8655470839
69.0	238.264887848	61.3280711624
70.0	213.693950592	55.1830921555
71.0	191.751686109	50.1993930321
72.0	172.641213683	46.1462766304
73.0	156.164996330	42.8276516456
74.0	141.988425490	40.0877628009
75.0	129.761831587	37.8063863571
76.0	119.168398039	35.8916169889
77.0	109.937839017	34.2732017271
78.0	101.845844390	32.8971833302
79.0	94.7084861031	31.7218341918
80.0	88.3755272301	30.7146411971
81.0	82.7241668985	29.8500901677
82.0	77.6537059675	29.1080382030
83.0	73.0811847673	28.4725150926
84.0	68.9378890645	27.9308360483
85.0	65.1665768715	27.4729431756
86.0	61.7192856382	27.0909147662
87.0	58.5555978846	26.7786005687
88.0	55.6412665155	26.5313525646
89.0	52.9471223579	26.3458296310
90.0	50.4482025397	26.2198612878
91.0	48.1230541019	26.1523593882
92.0	45.9531757502	26.1432712237
93.0	43.9225716285	26.1935685155
94.0	42.0173955108	26.3052705252
95.0	40.2256709303	26.4814990549
96.0	38.5370760604	26.7265648867
97.0	36.9427859769	27.0460853271
98.0	35.4353685587	27.4471317333
99.0	34.0087333277	27.9384026401
100.0	32.6581348862	28.5303905147
