Frequency	Amplitude	Phase Angle
50.0	6.14486117348	-16.6773245137
51.0	6.77216676809	-17.9366511749
52.0	7.48585073259	-19.3610273978
53.0	8.30259635875	-20.9846944111
54.0	9.24304045182	-22.8513504184
55.0	10.3326702860	-25.0172881400
56.0	11.6026963816	-27.5556145719
57.0	13.0905204598	-30.5617799780
58.0	14.8388567066	-34.1603828253
59.0	16.8913748208	-38.5123213251
60.0	19.2804822724	-43.8189073880
61.0	21.9996117341	-50.3138973190
62.0	24.9514353634	-58.2241954238
63.0	27.8778872566	-67.6710799741
64.0	30.3293832576	-78.5055962961
65.0	31.7896007955	-90.1694693754
66.0	31.9709047198	-101.777606429
67.0	31.0107014988	-112.469498343
68.0	29.3338346820	-121.738187015
69.0	27.3716623464	-129.476974678
70.0	25.4123442960	-135.827687238
71.0	23.6002991721	-141.021908640
72.0	21.9873028597	-145.290738164
73.0	20.5775005826	-148.830708962
74.0	19.3546181552	-151.798062341
75.0	18.2958144718	-154.313558327
76.0	17.3779517486	-156.469694468
77.0	16.5800690667	-158.337379792
78.0	15.8840993218	-159.971299302
79.0	15.2748359761	-161.413990365
80.0	14.7396201022	-162.698868683
81.0	14.2679567748	-163.852457152
82.0	13.8511473236	-164.896028789
83.0	13.4819680176	-165.846823371
84.0	13.1544010243	-166.718955225
85.0	12.8634144238	-167.524096797
86.0	12.6047839243	-168.271997985
87.0	12.3749493046	-168.970885209
88.0	12.1708988592	-169.627770918
89.0	11.9900762553	-170.248696728
90.0	11.8303053527	-170.838926622
91.0	11.6897291726	-171.403102372
92.0	11.5667603345	-171.945370870
93.0	11.4600404135	-172.469489933
94.0	11.3684065464	-172.978918166
95.0	11.2908637547	-173.476893346
96.0	11.2265617576	-173.966502397
97.0	11.1747753889	-174.450746260
98.0	11.1348874848	-174.932601657
99.0	11.1063738235	-175.415082506
100.0	11.0887889857	-175.901153859
