Frequency	Amplitude	Phase Angle
50.0	6.09468413055	-16.7733313241
51.0	6.71949133795	-18.0353483523
52.0	7.43058345961	-19.4624620036
53.0	8.24464672086	-21.0889146171
54.0	9.18232646544	-22.958405508
55.0	10.2691281967	-25.1272284671
56.0	11.5362973553	-27.6684916461
57.0	13.0212993227	-30.6776464045
58.0	14.7669611126	-34.2792925253
59.0	16.8171486129	-38.6343292526
60.0	19.2046025420	-43.9440697871
61.0	21.9232992906	-50.4422716093
62.0	24.8767304013	-58.3558402863
63.0	27.8078811774	-67.8060554004
64.0	30.2681104030	-78.6439635292
65.0	31.7412414994	-90.3112909598
66.0	31.9384833483	-101.922946301
67.0	30.9952333186	-112.618421772
68.0	29.3345580944	-121.890760710
69.0	27.3868899082	-129.633266689
70.0	25.4402018489	-135.987767114
71.0	23.6391069789	-141.185847462
72.0	22.0356930836	-145.458608451
73.0	20.6344096671	-149.002584682
74.0	19.4192379488	-151.974019189
75.0	18.3675386524	-154.493673417
76.0	17.4563298273	-156.654046564
77.0	16.6647703810	-158.526049266
78.0	15.9748856531	-160.164368168
79.0	15.3715412877	-161.611542244
80.0	14.8421353890	-162.900988778
81.0	14.3762188722	-164.059232313
82.0	13.9651305428	-165.107547465
83.0	13.6016778120	-166.063175473
84.0	13.2798693771	-166.940232216
85.0	12.9946961903	-167.750391418
86.0	12.7419542572	-168.503404317
87.0	12.5181016105	-169.207498362
88.0	12.3201433647	-169.869686882
89.0	12.1455389674	-170.496012124
90.0	11.9921273455	-171.091738290
91.0	11.8580662033	-171.661506978
92.0	11.7417825907	-172.209464335
93.0	11.6419325318	-172.739366686
94.0	11.5573678585	-173.254670400
95.0	11.4871085725	-173.758609817
96.0	11.4303198989	-174.254267166
97.0	11.3862927575	-174.744636972
98.0	11.3544268901	-175.232687569
99.0	11.3342157980	-175.721421903
100.0	11.3252327827	-176.213790715
