Frequency	Amplitude	Phase Angle
50.0	5.86495161841	-16.9197397766
51.0	6.47007399180	-18.1858258611
52.0	7.15913278395	-19.6170772519
53.0	7.94839122433	-21.2477376919
54.0	8.85797853893	-23.1215079985
55.0	9.91277398704	-25.2946834109
56.0	11.1432744069	-27.8403735618
57.0	12.5860796989	-30.8540313966
58.0	14.2830867189	-34.4602580446
59.0	16.2773274997	-38.8199543664
60.0	18.6011960259	-44.1344350937
61.0	21.2496250847	-50.6374592158
62.0	24.1297863298	-58.5559337530
63.0	26.9927974162	-68.0111399014
64.0	29.4028972026	-78.8541257612
65.0	30.8573442236	-90.5266191667
66.0	31.0730398775	-102.143530218
67.0	30.1789535952	-112.844352632
68.0	28.5846993070	-122.122131333
69.0	26.7083217353	-129.870171248
70.0	24.8301439101	-136.230301351
71.0	23.0913617424	-141.434108487
72.0	21.5431886111	-145.712694741
73.0	20.1904083284	-149.262595999
74.0	19.0177886338	-152.240056553
75.0	18.0035674471	-154.765839019
76.0	17.1255811136	-156.932443574
77.0	16.3636988124	-158.810781768
78.0	15.7005426644	-160.455540865
79.0	15.1214723184	-161.909260475
80.0	14.6142928344	-163.205358073
81.0	14.1688904107	-164.370358130
82.0	13.7768810358	-165.425534856
83.0	13.4313024471	-166.388128653
84.0	13.1263559419	-167.272253982
85.0	12.8571947439	-168.089582616
86.0	12.6197524773	-168.849862949
87.0	12.4106050159	-169.561318789
88.0	12.2268590897	-170.230958695
89.0	12.0660625973	-170.864818821
90.0	11.9261321393	-171.468155697
91.0	11.8052942990	-172.045601427
92.0	11.7020378306	-172.601290323
93.0	11.6150746222	-173.138964225
94.0	11.5433075531	-173.662061647
95.0	11.4858039334	-174.173795212
96.0	11.4417733763	-174.677220641
97.0	11.4105488665	-175.175300180
98.0	11.3915706798	-175.670962989
99.0	11.3843719130	-176.167164470
100.0	11.3885650596	-176.666797337
