Frequency	Amplitude	Phase Angle
50.0	2.89572155164	-15.0467348897
51.0	3.17027273839	-16.2491545016
52.0	3.48062788686	-17.6148272669
53.0	3.83353609169	-19.1779171907
54.0	4.23730703111	-20.9820415957
55.0	4.70214247790	-23.0834084791
56.0	5.24043490118	-25.5550361141
57.0	5.86686190494	-28.4922815496
58.0	6.59786666888	-32.0196457161
59.0	7.44961770411	-36.2979240956
60.0	8.43262145588	-41.5283211084
61.0	9.53988817220	-47.9444798071
62.0	10.7253902373	-55.7731855530
63.0	11.8760029504	-65.1355916300
64.0	12.8017160877	-75.8826118671
65.0	13.2917692623	-87.4558328035
66.0	13.2386048489	-98.9700160434
67.0	12.7140040674	-109.564499162
68.0	11.9045849324	-118.732162606
69.0	10.9928333335	-126.366138634
70.0	10.0972174586	-132.608074159
71.0	9.27481784715	-137.689364807
72.0	8.54417101875	-141.840911396
73.0	7.90453876381	-145.259038224
74.0	7.34728356256	-148.099767137
75.0	6.86152912616	-150.483627206
76.0	6.43664534347	-152.502873538
77.0	6.06317374670	-154.228160607
78.0	5.73304854337	-155.713906775
79.0	5.43952779828	-157.002370442
80.0	5.17702461226	-158.126676016
81.0	4.94092057216	-159.113043095
82.0	4.72739382984	-159.982429993
83.0	4.53327192369	-160.751751032
84.0	4.35591026319	-161.434786042
85.0	4.19309349341	-162.042865445
86.0	4.04295619226	-162.585392759
87.0	3.90391918544	-163.070246993
88.0	3.77463845803	-163.504097242
89.0	3.65396404519	-163.892652280
90.0	3.54090682161	-164.240862234
91.0	3.43461148096	-164.553084957
92.0	3.33433447787	-164.833227465
93.0	3.23942580676	-165.084869843
94.0	3.14931383898	-165.311378245
95.0	3.06349249644	-165.516012603
96.0	2.98151022080	-165.702033938
97.0	2.90296025845	-165.872816299
98.0	2.82747179391	-166.031968003
99.0	2.75470157438	-166.183467911
100.0	2.68432556105	-166.331681251
