	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00135779170282	-90.6011143716
52.0	0.00139061372189	-90.6367771152
53.0	0.0014242836702	-90.6772632722
54.0	0.00145894032774	-90.7237164103
55.0	0.00149475656919	-90.7776406024
56.0	0.00153195060252	-90.8410455338
57.0	0.00157080190207	-90.9166643498
58.0	0.00161167432095	-91.0082888909
59.0	0.00165505032734	-91.1213002776
60.0	0.00170158308958	-91.2635357505
61.0	0.00175217796472	-91.4467575763
62.0	0.00180812409298	-91.6892493354
63.0	0.00187131425525	-92.0206366656
64.0	0.00194462546747	-92.4913730883
65.0	0.00203259869549	-93.1927374945
66.0	0.00214266334861	-94.3025915269
67.0	0.00228714851585	-96.2005283074
68.0	0.00248442289756	-99.7870783675
69.0	0.00273689124556	-107.383244348
70.0	0.00281840908527	-123.703326874
71.0	0.00204537261669	-142.011295714
72.0	0.0012774131228	-133.284824763
73.0	0.00116989570984	-113.405075002
74.0	0.00127400899417	-102.687608802
75.0	0.00139168225026	-97.7735585573
76.0	0.00149282367153	-95.2914971111
77.0	0.00157795812556	-93.8976082114
78.0	0.00165101169801	-93.0467324750
79.0	0.00171528350835	-92.4934412233
80.0	0.00177314544131	-92.1159182077
81.0	0.00182626275948	-91.8486241385
82.0	0.00187581476913	-91.6539103778
83.0	0.00192265209149	-91.5089608271
84.0	0.00196740130205	-91.3993241821
85.0	0.00201053393253	-91.3155048906
86.0	0.00205241239047	-91.2510695034
87.0	0.00209332105465	-91.2015466778
88.0	0.0021334877499	-91.1637633316
89.0	0.00217309884891	-91.1354306870
90.0	0.00221231016775	-91.1148787950
91.0	0.0022512549699	-91.1008823142
92.0	0.00229004999867	-91.0925440958
93.0	0.00232880018644	-91.0892164129
94.0	0.00236760239265	-91.0904476029
95.0	0.00240654854996	-91.0959463240
96.0	0.00244572841185	-91.1055586555
97.0	0.00248523206954	-91.1192550850
98.0	0.00252515244928	-91.1371256624
99.0	0.00256558783903	-91.1593826756
100.0	0.00260664471488	-91.1862938106
