	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.000907212834522	-95.9012440934
52.0	0.00099871495034	-96.1116824115
53.0	0.00110188308005	-96.3476774674
54.0	0.00121882925125	-96.6137929238
55.0	0.00135220134895	-96.9157468217
56.0	0.00150536365899	-97.2608038458
57.0	0.00168265519415	-97.6583379000
58.0	0.00188976766678	-98.1206575410
59.0	0.00213431257245	-98.6642491708
60.0	0.00242669657105	-99.3117058042
61.0	0.00278151752281	-100.094823335
62.0	0.00321987571549	-101.059772818
63.0	0.0037733693807	-102.276153530
64.0	0.00449135602571	-103.853743745
65.0	0.00545492706634	-105.975629992
66.0	0.0068055477041	-108.969214568
67.0	0.00880723862959	-113.473666084
68.0	0.0119812526081	-120.877561326
69.0	0.0172794706392	-134.515206603
70.0	0.0246637995991	-161.447125413
71.0	0.0257249948759	159.527964373
72.0	0.0193857994277	131.982030076
73.0	0.0143648409709	118.008708778
74.0	0.0112823211391	110.452257915
75.0	0.00932057381212	105.869273665
76.0	0.00799140534923	102.828782080
77.0	0.00704133254126	100.674760049
78.0	0.00633301037738	99.0723356162
79.0	0.00578721833873	97.8347481361
80.0	0.00535555006557	96.8502400323
81.0	0.00500693652913	96.0480552123
82.0	0.00472059544497	95.3812918448
83.0	0.00448213405191	94.8176545348
84.0	0.00428128747818	94.3341795025
85.0	0.00411054940882	93.9140808253
86.0	0.00396431197518	93.5447872588
87.0	0.00383830790885	93.2166768853
88.0	0.00372923850053	92.9222361265
89.0	0.00363451931496	92.6554852014
90.0	0.00355210263864	92.4115754783
91.0	0.00348035120796	92.1865002999
92.0	0.0034179469399	91.9768821299
93.0	0.00336382412753	91.7798116868
94.0	0.00331712005978	91.5927226140
95.0	0.00327713831201	91.4132902972
96.0	0.00324332149202	91.2393464397
97.0	0.0032152311983	91.0688030691
98.0	0.00319253370634	90.8995806252
99.0	0.00317499033752	90.7295353133
100.0	0.00316245195294	90.5563043225
