Frequency	Amplitude	Phase Angle [deg]
50.0	8.30050847586e-07	-15.1288199233
51.0	8.58213783262e-07	-16.3246894072
52.0	8.89158827654e-07	-17.6785534933
53.0	9.23200716708e-07	-19.2204305117
54.0	9.60658453256e-07	-20.9871429946
55.0	1.00182350158e-06	-23.0238523222
56.0	1.04690041411e-06	-25.3857268231
57.0	1.09590175407e-06	-28.1394736046
58.0	1.14847093213e-06	-31.3641082287
59.0	1.20360073473e-06	-35.1496795813
60.0	1.25922454392e-06	-39.5916253542
61.0	1.31171207375e-06	-44.7771633262
62.0	1.35544987256e-06	-50.7596589000
63.0	1.38294484024e-06	-57.5199431592
64.0	1.38607957443e-06	-64.9237293479
65.0	1.3587636696e-06	-72.7000276241
66.0	1.29992704612e-06	-80.4705843719
67.0	1.21466762359e-06	-87.8336008716
68.0	1.11236951895e-06	-94.459865254
69.0	1.00318415095e-06	-100.147629344
70.0	8.9527054602e-07	-104.819650224
71.0	7.93836217972e-07	-108.485336170
72.0	7.01495580174e-07	-111.197901642
73.0	6.190902543e-07	-113.022347244
74.0	5.46446754556e-07	-114.016687827
75.0	4.82907733342e-07	-114.223217365
76.0	4.27652496223e-07	-113.666160017
77.0	3.79870228564e-07	-112.353413586
78.0	3.38842829458e-07	-110.281569465
79.0	3.03975349853e-07	-107.444443119
80.0	2.74795533149e-07	-103.845713351
81.0	2.50932982169e-07	-99.5155138009
82.0	2.32083064863e-07	-94.5284648474
83.0	2.17960618544e-07	-89.0169836853
84.0	2.08252793803e-07	-83.1711741995
85.0	2.02585028045e-07	-77.2193375199
86.0	2.00512856397e-07	-71.3926313872
87.0	2.01542167713e-07	-65.8875835897
88.0	2.05167455602e-07	-60.8416000058
89.0	2.10911491045e-07	-56.3278409628
90.0	2.18353848733e-07	-52.3653066883
91.0	2.27144317475e-07	-48.9354463139
92.0	2.37003792639e-07	-45.9982310700
93.0	2.47717584952e-07	-43.5043688120
94.0	2.59125494941e-07	-41.4031974031
95.0	2.71111472434e-07	-39.6471130893
96.0	2.8359427018e-07	-38.1936562447
97.0	2.965196008e-07	-37.0061892862
98.0	3.09853804369e-07	-36.0538128937
99.0	3.23578823671e-07	-35.3109216055
100.0	3.37688207673e-07	-34.7565978838
