Frequency	Amplitude	Phase Angle [deg]
50.0	8.57494144552e-06	-22.8852496473
51.0	9.07714428212e-06	-24.4669121845
52.0	9.63719749244e-06	-26.2298915839
53.0	1.02634440509e-05	-28.2062481092
54.0	1.09652430355e-05	-30.4350843042
55.0	1.1752751565e-05	-32.9641149329
56.0	1.26363365159e-05	-35.8513766355
57.0	1.36253097498e-05	-39.1668094826
58.0	1.47254958029e-05	-42.9930844155
59.0	1.59349302561e-05	-47.4243979849
60.0	1.72369167603e-05	-52.5609106753
61.0	1.85902204853e-05	-58.4952375291
62.0	1.99182849073e-05	-65.2869350149
63.0	2.11038790768e-05	-72.9239624777
64.0	2.20006902397e-05	-81.2802719507
65.0	2.24709315202e-05	-90.0944320297
66.0	2.24388552018e-05	-98.9993195497
67.0	2.1925848049e-05	-107.606142570
68.0	2.10384375708e-05	-115.600937346
69.0	1.99200633856e-05	-122.799879414
70.0	1.87031790767e-05	-129.146834516
71.0	1.74848741041e-05	-134.676087548
72.0	1.63245940265e-05	-139.470137714
73.0	1.5252502838e-05	-143.628329041
74.0	1.42795942756e-05	-147.248637998
75.0	1.34057632148e-05	-150.419211580
76.0	1.26251984092e-05	-153.215653768
77.0	1.19296284975e-05	-155.701191370
78.0	1.13101304248e-05	-157.928039987
79.0	1.07580614849e-05	-159.939108642
80.0	1.02654885738e-05	-161.769649845
81.0	9.8253428542e-06	-163.448704966
82.0	9.4314320689e-06	-165.000310115
83.0	9.07838490153e-06	-166.444476838
84.0	8.76156749892e-06	-167.797979443
85.0	8.47699321622e-06	-169.074983361
86.0	8.22123592966e-06	-170.287545966
87.0	7.99135142942e-06	-171.446016395
88.0	7.7848084727e-06	-172.559355961
89.0	7.59942931941e-06	-173.635396067
90.0	7.4333391769e-06	-174.681047257
91.0	7.28492342396e-06	-175.702469895
92.0	7.15279155985e-06	-176.705214503
93.0	7.03574692322e-06	-177.694338477
94.0	6.93276125192e-06	-178.674504032
95.0	6.84295327416e-06	-179.650061355
96.0	6.76557075255e-06	179.375183855
97.0	6.69997522474e-06	178.396691602
98.0	6.64562916886e-06	177.410956692
99.0	6.60208501655e-06	176.414242616
100.0	6.56897570285e-06	175.402691995
