Frequency	Amplitude	Phase Angle [deg]
50.0	1.08106297127e-06	151.105122493
51.0	1.16504128006e-06	149.545827277
52.0	1.25901162747e-06	147.808907706
53.0	1.36448797922e-06	145.862268618
54.0	1.48319893358e-06	143.666782348
55.0	1.6170691297e-06	141.174718795
56.0	1.76814551418e-06	138.328035349
57.0	1.93841876864e-06	135.056795759
58.0	2.12945763435e-06	131.278342026
59.0	2.34173376756e-06	126.898499848
60.0	2.57349127435e-06	121.817140264
61.0	2.81908443447e-06	115.941688879
62.0	3.06702864652e-06	109.212638997
63.0	3.2987529287e-06	101.642090082
64.0	3.48997305612e-06	93.3561578844
65.0	3.61642311019e-06	84.6163507455
66.0	3.66271291638e-06	75.7898777918
67.0	3.62887316591e-06	67.2656260632
68.0	3.52946467533e-06	59.3576634923
69.0	3.38633875814e-06	52.2499280885
70.0	3.22078272609e-06	45.9986769604
71.0	3.04911932017e-06	40.5697573996
72.0	2.88189026488e-06	35.8808121103
73.0	2.72492244251e-06	31.8326486215
74.0	2.58082953108e-06	28.3274518025
75.0	2.45027838692e-06	25.2772462625
76.0	2.33286759282e-06	22.6066095545
77.0	2.22767514015e-06	20.2525070031
78.0	2.13357612597e-06	18.1629256111
79.0	2.04941582299e-06	16.2951697069
80.0	1.97409711748e-06	14.6142110507
81.0	1.906619419e-06	13.0912435650
82.0	1.8460911365e-06	11.7024776851
83.0	1.79172850903e-06	10.4281596043
84.0	1.74284791952e-06	9.25178408226
85.0	1.6988556179e-06	8.15946606516
86.0	1.65923693255e-06	7.13943970038
87.0	1.62354594472e-06	6.18165833673
88.0	1.59139614065e-06	5.27747381903
89.0	1.56245213008e-06	4.41937806442
90.0	1.53642246227e-06	3.60079336648
91.0	1.51305343689e-06	2.81590090119
92.0	1.49212378644e-06	2.05949923314
93.0	1.47344013564e-06	1.32688627536
94.0	1.45683308708e-06	0.613759709853
95.0	1.44215383513e-06	-0.0838681547619
96.0	1.42927122542e-06	-0.769744235903
97.0	1.41806913476e-06	-1.44743966836
98.0	1.40844411752e-06	-2.12040784758
99.0	1.40030321687e-06	-2.79203688127
100.0	1.39356187452e-06	-3.46569440768
