Frequency	Amplitude	Phase Angle [deg]
50.0	1.73556671153e-05	-18.9322685646
51.0	1.81483991474e-05	-20.3532926280
52.0	1.90265876819e-05	-21.9491626008
53.0	2.00014946938e-05	-23.7516011162
54.0	2.10853443403e-05	-25.7993513961
55.0	2.22907466065e-05	-28.1397452702
56.0	2.36294584613e-05	-30.8304111084
57.0	2.51099912035e-05	-33.9408525531
58.0	2.67333066861e-05	-37.5532738955
59.0	2.84855859231e-05	-41.7613719002
60.0	3.03270993011e-05	-46.6647708770
61.0	3.21773530417e-05	-52.3555099218
62.0	3.39003525292e-05	-58.8925257984
63.0	3.5300965824e-05	-66.2631102798
64.0	3.6150252074e-05	-74.3404947939
65.0	3.62508632137e-05	-82.8624691369
66.0	3.55209197831e-05	-91.4610667321
67.0	3.40394215621e-05	-99.7465808643
68.0	3.20132077407e-05	-107.404053737
69.0	2.96917116889e-05	-114.248578727
70.0	2.72909320186e-05	-120.222841353
71.0	2.49599502937e-05	-125.359836652
72.0	2.278302871e-05	-129.740651410
73.0	2.07968153428e-05	-133.463079856
74.0	1.90084052024e-05	-136.623394488
75.0	1.74088851714e-05	-139.307864276
76.0	1.5981966919e-05	-141.590019351
77.0	1.47089414218e-05	-143.530790835
78.0	1.35712788414e-05	-145.179847410
79.0	1.2551849843e-05	-146.577265950
80.0	1.16353899818e-05	-147.755142082
81.0	1.08085730766e-05	-148.738990152
82.0	1.00598985983e-05	-149.548896467
83.0	9.37950322637e-06	-150.200439368
84.0	8.75895326049e-06	-150.705405937
85.0	8.19104550609e-06	-151.072339645
86.0	7.66962824914e-06	-151.306948081
87.0	7.18944616154e-06	-151.412396315
88.0	6.74600914802e-06	-151.389506970
89.0	6.33548313625e-06	-151.236883150
90.0	5.9546004239e-06	-150.950969084
91.0	5.60058731247e-06	-150.526062543
92.0	5.27110655471e-06	-149.954293203
93.0	4.96421302615e-06	-149.225586536
94.0	4.67832087661e-06	-148.327639847
95.0	4.41218095505e-06	-147.245948325
96.0	4.16486723579e-06	-145.963939056
97.0	3.9357709666e-06	-144.463295124
98.0	3.72460085589e-06	-142.724584204
99.0	3.53138673003e-06	-140.728342657
100.0	3.35648284201e-06	-138.456675723
