Frequency	Amplitude	Phase Angle [deg]
50.0	1.01167292209e-06	149.961288012
51.0	1.09383963363e-06	148.435357251
52.0	1.18580710114e-06	146.731567372
53.0	1.28906780717e-06	144.817814503
54.0	1.40532897964e-06	142.654967243
55.0	1.53649645164e-06	140.195296396
56.0	1.6846054415e-06	137.380764425
57.0	1.85164984859e-06	134.141443951
58.0	2.03922970522e-06	130.394689475
59.0	2.24789662069e-06	126.046342396
60.0	2.47605283814e-06	120.996292448
61.0	2.71832457292e-06	115.151986700
62.0	2.96364093858e-06	108.453942694
63.0	3.19397431954e-06	100.914286438
64.0	3.38561638435e-06	92.6591628295
65.0	3.51471321548e-06	83.9501115472
66.0	3.56590859019e-06	75.1543753670
67.0	3.53881752601e-06	66.6608772124
68.0	3.44728607446e-06	58.7837231371
69.0	3.31241445081e-06	51.7068916469
70.0	3.15490105816e-06	45.4866824152
71.0	2.99070509829e-06	40.0889879821
72.0	2.83019774743e-06	35.4314985868
73.0	2.67916481826e-06	31.4150721166
74.0	2.540251679e-06	27.9419463856
75.0	2.41419070545e-06	24.9242018782
76.0	2.30065692115e-06	22.2864752964
77.0	2.19880368232e-06	19.9657944058
78.0	2.10757488525e-06	17.9102122254
79.0	2.02587609831e-06	16.0771030534
80.0	1.95266184574e-06	14.4315128514
81.0	1.88697517157e-06	12.9447142712
82.0	1.82796105882e-06	11.5930014506
83.0	1.7748662543e-06	10.3567096721
84.0	1.72703249553e-06	9.21942870836
85.0	1.68388705422e-06	8.16737479942
86.0	1.6449326078e-06	7.18889045642
87.0	1.6097375093e-06	6.27404488987
88.0	1.57792688684e-06	5.41431415600
89.0	1.5491747572e-06	4.60232339366
90.0	1.52319715748e-06	3.83163798187
91.0	1.49974619026e-06	3.09659304166
92.0	1.47860492757e-06	2.39215287197
93.0	1.4595830189e-06	1.71379410415
94.0	1.44251290361e-06	1.05740736304
95.0	1.42724653052e-06	0.41921354358
96.0	1.41365248472e-06	-0.204308437141
97.0	1.40161341753e-06	-0.816484809111
98.0	1.39102373086e-06	-1.42050287948
99.0	1.38178739625e-06	-2.01946102660
100.0	1.37381587287e-06	-2.61641129490
