Frequency	Amplitude	Phase Angle [deg]
50.0	9.72646486468e-07	-14.6955990278
51.0	1.0043330066e-06	-15.8512238474
52.0	1.03909095776e-06	-17.1605179051
53.0	1.07725658589e-06	-18.6529372446
54.0	1.11916516443e-06	-20.3646537186
55.0	1.16511317022e-06	-22.3400731410
56.0	1.21528877442e-06	-24.6334835366
57.0	1.26965017898e-06	-27.3105628189
58.0	1.32772234324e-06	-30.4491187313
59.0	1.38827669532e-06	-34.1377776519
60.0	1.44887029019e-06	-38.4702957845
61.0	1.50528507482e-06	-43.5318960141
62.0	1.55107795304e-06	-49.3735686901
63.0	1.57774249705e-06	-55.9733075342
64.0	1.57618651051e-06	-63.1934260885
65.0	1.53977005e-06	-70.7588507311
66.0	1.46766606588e-06	-78.2864137154
67.0	1.36605766671e-06	-85.3683998406
68.0	1.2458900457e-06	-91.6684823959
69.0	1.11882842263e-06	-96.9763898227
70.0	9.94151803489e-07	-101.204747486
71.0	8.77723143871e-07	-104.351087009
72.0	7.72448209831e-07	-106.455030247
73.0	6.79238081427e-07	-107.566650274
74.0	5.97882965523e-07	-107.728749642
75.0	5.2765797116e-07	-106.970341026
76.0	4.67682914899e-07	-105.308357521
77.0	4.17108996437e-07	-102.755999588
78.0	3.75195344226e-07	-99.3370871145
79.0	3.41316461763e-07	-95.1051836538
80.0	3.14925621653e-07	-90.1634972881
81.0	2.95493844113e-07	-84.6774387365
82.0	2.82447066227e-07	-78.8698300285
83.0	2.75126998539e-07	-72.9940486894
84.0	2.72793344433e-07	-67.2927153049
85.0	2.74665221076e-07	-61.9594536531
86.0	2.79980755265e-07	-57.1189006124
87.0	2.88049917111e-07	-52.8279742375
88.0	2.98286117936e-07	-49.0908920041
89.0	3.10215471776e-07	-45.8780765683
90.0	3.23470270967e-07	-43.1424687214
91.0	3.37774468139e-07	-40.8309745525
92.0	3.52926941343e-07	-38.8913565725
93.0	3.68785774819e-07	-37.2757922357
94.0	3.85254901027e-07	-35.9423253909
95.0	4.0227336996e-07	-34.8551256145
96.0	4.1980699341e-07	-33.9841473262
97.0	4.37841950468e-07	-33.3045360749
98.0	4.56379901219e-07	-32.7959718052
99.0	4.7543423021e-07	-32.4420418495
100.0	4.95027079421e-07	-32.2296575204
