Frequency	Amplitude	Phase Angle [deg]
50.0	9.12144660473e-06	-22.4358909156
51.0	9.64217781897e-06	-24.0051410412
52.0	1.02225503212e-05	-25.7555528973
53.0	1.08711022575e-05	-27.7191891269
54.0	1.15973871862e-05	-29.9351550929
55.0	1.24117341735e-05	-32.4511687640
56.0	1.33246191985e-05	-35.3252705937
57.0	1.43453299518e-05	-38.6274046289
58.0	1.54794158335e-05	-42.4402464019
59.0	1.67242008071e-05	-46.8579976005
60.0	1.80615732841e-05	-51.9808243072
61.0	1.94478540484e-05	-57.9013475935
62.0	2.0802750283e-05	-64.6791304746
63.0	2.20040918621e-05	-72.3021395234
64.0	2.29002723921e-05	-80.6443344201
65.0	2.33496088436e-05	-89.4442919960
66.0	2.3275799451e-05	-98.3348978735
67.0	2.27037218751e-05	-106.927369516
68.0	2.17461535909e-05	-114.907753108
69.0	2.05532144359e-05	-122.092234758
70.0	1.92626710169e-05	-128.424691259
71.0	1.7974954704e-05	-133.939419230
72.0	1.67511377054e-05	-138.718930154
73.0	1.56218438647e-05	-142.862580805
74.0	1.45978595014e-05	-146.468361091
75.0	1.3678551526e-05	-149.624431857
76.0	1.28574667789e-05	-152.406411444
77.0	1.21256881682e-05	-154.877541419
78.0	1.14736945747e-05	-157.090052673
79.0	1.0892312485e-05	-159.086869703
80.0	1.03731483791e-05	-160.903260934
81.0	9.90873875459e-06	-162.568283722
82.0	9.49255495013e-06	-164.105990230
83.0	9.11893937086e-06	-165.536408151
84.0	8.78301420009e-06	-166.876327651
85.0	8.48058429947e-06	-168.139929688
86.0	8.2080445969e-06	-169.339286648
87.0	7.96229652188e-06	-170.484761909
88.0	7.74067485009e-06	-171.585329970
89.0	7.5408848108e-06	-172.648834043
90.0	7.36094870064e-06	-173.682194838
91.0	7.19916067378e-06	-174.691580643
92.0	7.05404880263e-06	-175.682547381
93.0	6.92434314538e-06	-176.660154650
94.0	6.80894894397e-06	-177.629063056
95.0	6.70692414524e-06	-178.593616695
96.0	6.61746045731e-06	-179.557913928
97.0	6.5398674313e-06	179.474435095
98.0	6.47355901021e-06	178.499037715
99.0	6.41804207949e-06	177.512494476
100.0	6.3729067288e-06	176.510989313
