Frequency	Amplitude	Phase Angle [deg]
50.0	2.19714110832e-06	124.963799268
51.0	2.52836325722e-06	125.457619440
52.0	2.90541321789e-06	125.490310368
53.0	3.33540504102e-06	125.080373520
54.0	3.8267896485e-06	124.228468493
55.0	4.38940835469e-06	122.918400077
56.0	5.0343738166e-06	121.117332271
57.0	5.77357932819e-06	118.775649640
58.0	6.61848801158e-06	115.827214457
59.0	7.57764499058e-06	112.191391054
60.0	8.6521625567e-06	107.779230622
61.0	9.82853954006e-06	102.507457563
62.0	1.10692821981e-05	96.3243510330
63.0	1.23048251775e-05	89.2485698903
64.0	1.3434786223e-05	81.4117877476
65.0	1.43476390555e-05	73.0802465949
66.0	1.49572583068e-05	64.6252063225
67.0	1.52358260466e-05	56.4390350767
68.0	1.52189093684e-05	48.8388036118
69.0	1.49815203954e-05	42.0110483078
70.0	1.46062965392e-05	36.0142808084
71.0	1.41624443696e-05	30.8163089553
72.0	1.36988936111e-05	26.3364825394
73.0	1.32461839344e-05	22.4770968073
74.0	1.28213046408e-05	19.1416331714
75.0	1.24323718024e-05	16.2432449241
76.0	1.20821422797e-05	13.7074904739
77.0	1.17703550649e-05	11.4721841342
78.0	1.14951854676e-05	9.48604423357
79.0	1.12541060081e-05	7.70700015021
80.0	1.10443751243e-05	6.10055210528
81.0	1.08633015733e-05	4.63833398861
82.0	1.0708377545e-05	3.29691426846
83.0	1.05773367009e-05	2.05682083438
84.0	1.04681707876e-05	0.90175809764
85.0	1.03791242504e-05	-0.182017960077
86.0	1.03086780902e-05	-1.20619813591
87.0	1.02555294085e-05	-2.18081824624
88.0	1.02185699011e-05	-3.11457873738
89.0	1.01968652814e-05	-4.01510275275
90.0	1.01896364956e-05	-4.88914609204
91.0	1.01962428105e-05	-5.74276963424
92.0	1.02161670519e-05	-6.58148244749
93.0	1.02490026247e-05	-7.41036201933
94.0	1.02944421947e-05	-8.23415683365
95.0	1.03522677427e-05	-9.05737508915
96.0	1.042234153e-05	-9.88436294796
97.0	1.05045978106e-05	-10.7193747706
98.0	1.05990347744e-05	-11.5666371286
99.0	1.07057062549e-05	-12.4304083295
100.0	1.08247127882e-05	-13.3150229539
