Frequency	Amplitude	Phase Angle [deg]
50.0	3.43353585972e-07	-52.2275033956
51.0	3.93831086158e-07	-52.1801103688
52.0	4.51248057211e-07	-52.5238914949
53.0	5.16721684957e-07	-53.2549713747
54.0	5.91573496422e-07	-54.3839860122
55.0	6.77339905023e-07	-55.9358938308
56.0	7.75756401223e-07	-57.9503756983
57.0	8.88685038393e-07	-60.4824373017
58.0	1.01793181158e-06	-63.6024991317
59.0	1.16486827649e-06	-67.3946317403
60.0	1.32974145983e-06	-71.950565521
61.0	1.51057199048e-06	-77.3558508474
62.0	1.70170841627e-06	-83.6640878938
63.0	1.89257003004e-06	-90.8581866046
64.0	2.067810057e-06	-98.8077970762
65.0	2.21030352895e-06	-107.247806801
66.0	2.3067449776e-06	-115.807930958
67.0	2.35272472842e-06	-124.096653583
68.0	2.35355839897e-06	-131.797658360
69.0	2.32065389595e-06	-138.725085852
70.0	2.26664053674e-06	-144.821040407
71.0	2.20212791185e-06	-150.118283101
72.0	2.13463888325e-06	-154.697997201
73.0	2.06888586108e-06	-158.658394529
74.0	2.0075055335e-06	-162.096483181
75.0	1.95177286552e-06	-165.099589197
76.0	1.90213902076e-06	-167.742630272
77.0	1.85859051448e-06	-170.088270780
78.0	1.82087276799e-06	-172.188279863
79.0	1.78862274577e-06	-174.085229928
80.0	1.76144447885e-06	-175.814142393
81.0	1.73895015172e-06	-177.403930640
82.0	1.72078095932e-06	-178.878604874
83.0	1.70661642179e-06	179.742050602
84.0	1.69617728514e-06	178.440471642
85.0	1.68922503799e-06	177.202506719
86.0	1.68555974906e-06	176.015694498
87.0	1.68501725887e-06	174.869161199
88.0	1.68746619247e-06	173.753291543
89.0	1.69280512599e-06	172.659460182
90.0	1.70096002285e-06	171.579809934
91.0	1.71188197337e-06	170.507066168
92.0	1.72554524711e-06	169.434378791
93.0	1.7419456084e-06	168.355185128
94.0	1.76109887331e-06	167.263088505
95.0	1.78303959974e-06	166.151747998
96.0	1.8078198531e-06	165.014776030
97.0	1.83550795428e-06	163.845640993
98.0	1.86618705521e-06	162.637572580
99.0	1.89995341135e-06	161.383468325
100.0	1.93691412499e-06	160.075664655
