Frequency	Amplitude	Phase Angle [deg]
50.0	4.38662593776e-07	-38.6597113604
51.0	4.87062877725e-07	-39.9347055321
52.0	5.41689518182e-07	-41.4134477862
53.0	6.03555118095e-07	-43.1260035879
54.0	6.73839581051e-07	-45.1097286355
55.0	7.53893791037e-07	-47.4108037144
56.0	8.45215673914e-07	-50.0859152297
57.0	9.49369870369e-07	-53.2038122561
58.0	1.06780138913e-06	-56.8461139149
59.0	1.20146551181e-06	-61.1060872860
60.0	1.35017268191e-06	-66.0830714118
61.0	1.51157093344e-06	-71.8689559270
62.0	1.67985732547e-06	-78.5226578385
63.0	1.84474755667e-06	-86.0315748574
64.0	1.99185396329e-06	-94.2691677717
65.0	2.10569231097e-06	-102.973578590
66.0	2.1749351865e-06	-111.777317301
67.0	2.19687477136e-06	-120.291280945
68.0	2.17775435637e-06	-128.201247248
69.0	2.12905578828e-06	-135.323183232
70.0	2.0628980923e-06	-141.600794430
71.0	1.98914390869e-06	-147.068252375
72.0	1.91457599094e-06	-151.807989285
73.0	1.84328506905e-06	-155.919328155
74.0	1.77742888465e-06	-159.500271118
75.0	1.71793037501e-06	-162.639038028
76.0	1.66498824101e-06	-165.411354785
77.0	1.61840988657e-06	-167.880620816
78.0	1.57781389106e-06	-170.099277873
79.0	1.54274700363e-06	-172.110517826
80.0	1.51274849011e-06	-173.949936536
81.0	1.48738339071e-06	-175.646983960
82.0	1.46625793043e-06	-177.226175346
83.0	1.44902506723e-06	-178.708078335
84.0	1.435384771e-06	179.890196529
85.0	1.42508169923e-06	178.553142666
86.0	1.41790176686e-06	177.268171419
87.0	1.4136684017e-06	176.023984753
88.0	1.41223893427e-06	174.810546281
89.0	1.41350129117e-06	173.618808704
90.0	1.41737111981e-06	172.440488210
91.0	1.42378928033e-06	171.267874796
92.0	1.4327197615e-06	170.093670319
93.0	1.44414790887e-06	168.910847185
94.0	1.45807893251e-06	167.712522501
95.0	1.47453662386e-06	166.491843146
96.0	1.4935622041e-06	165.241878474
97.0	1.51521318663e-06	163.955517333
98.0	1.53956219037e-06	162.625367662
99.0	1.56669550739e-06	161.243656352
100.0	1.59671129203e-06	159.801993566
