Frequency	Amplitude	Phase Angle [deg]
50.0	3.53578491411e-07	-50.3612637255
51.0	4.04066305754e-07	-50.5437704325
52.0	4.6141515859e-07	-51.0791126454
53.0	5.26739134713e-07	-51.9712759879
54.0	6.01352316129e-07	-53.2369278712
55.0	6.86778993934e-07	-54.9056908807
56.0	7.84737250996e-07	-57.0208838342
57.0	8.97065683301e-07	-59.6403749152
58.0	1.0255401373e-06	-62.8368565390
59.0	1.1714954021e-06	-66.6962178130
60.0	1.33513713803e-06	-71.3116567799
61.0	1.51444597107e-06	-76.7699176314
62.0	1.70374421525e-06	-83.1255790030
63.0	1.89245842655e-06	-90.3623585277
64.0	2.06530427088e-06	-98.3505777256
65.0	2.20528294039e-06	-106.825685909
66.0	2.29925711777e-06	-115.417871391
67.0	2.34297758942e-06	-123.736019216
68.0	2.34186501578e-06	-131.464154860
69.0	2.30736080507e-06	-138.416712131
70.0	2.25207214074e-06	-144.536048213
71.0	2.18655819996e-06	-149.855143734
72.0	2.11828508839e-06	-154.455373584
73.0	2.05191390699e-06	-158.435117787
74.0	1.99003961573e-06	-161.891533190
75.0	1.93390507806e-06	-164.912078048
76.0	1.88393749867e-06	-167.571788472
77.0	1.84010576547e-06	-169.933435586
78.0	1.80214242062e-06	-172.048885543
79.0	1.76967503088e-06	-173.960799546
80.0	1.74230076634e-06	-175.704281002
81.0	1.71962681263e-06	-177.308319694
82.0	1.70129072204e-06	-178.796997644
83.0	1.68696938575e-06	179.809832645
84.0	1.67638167945e-06	178.494541612
85.0	1.6692878001e-06	177.242914316
86.0	1.66548699574e-06	176.042427327
87.0	1.66481464061e-06	174.882145383
88.0	1.66713920255e-06	173.752391669
89.0	1.67235937557e-06	172.644478676
90.0	1.68040147635e-06	171.550485757
91.0	1.69121717548e-06	170.463072857
92.0	1.70478154496e-06	169.375321867
93.0	1.7210913892e-06	168.280598846
94.0	1.74016379106e-06	167.172431794
95.0	1.76203483771e-06	166.044399693
96.0	1.78675840498e-06	164.890029202
97.0	1.81440493264e-06	163.702696364
98.0	1.8450600407e-06	162.475531016
99.0	1.87882283824e-06	161.201322075
100.0	1.91580371613e-06	159.872287561
