Frequency	Amplitude	Phase Angle [deg]
50.0	1.65045221159e-05	166.006628394
51.0	1.70081764172e-05	164.911985772
52.0	1.75592507709e-05	163.670660549
53.0	1.81626552841e-05	162.254205694
54.0	1.88231428644e-05	160.627632630
55.0	1.95446575718e-05	158.747928128
56.0	2.03291625225e-05	156.562449263
57.0	2.11746204783e-05	154.007468542
58.0	2.20716639348e-05	151.007499595
59.0	2.29984130721e-05	147.476688839
60.0	2.3913126023e-05	143.324604240
61.0	2.47454496047e-05	138.470021426
62.0	2.53898207392e-05	132.866774161
63.0	2.57091836798e-05	126.542702612
64.0	2.55601457821e-05	119.642558820
65.0	2.48427114583e-05	112.449974299
66.0	2.35535906694e-05	105.358461172
67.0	2.18029024542e-05	98.7881731637
68.0	1.97751260677e-05	93.0902427498
69.0	1.76627085258e-05	88.4922507021
70.0	1.56166192394e-05	85.1011876058
71.0	1.37312148972e-05	82.9405620582
72.0	1.20529330157e-05	81.9910614901
73.0	1.05965451487e-05	82.2178887198
74.0	9.3594398299e-06	83.5809647469
75.0	8.33114698929e-06	86.0299564557
76.0	7.49851615901e-06	89.4879578510
77.0	6.84777563712e-06	93.8299809066
78.0	6.36466724677e-06	98.8665570321
79.0	6.03373375809e-06	104.345407460
80.0	5.8377285869e-06	109.978840325
81.0	5.7578061334e-06	115.489807487
82.0	5.77456666642e-06	120.656181460
83.0	5.86948611334e-06	125.334301496
84.0	6.02613044274e-06	129.457476870
85.0	6.23081837356e-06	133.018347744
86.0	6.47273504024e-06	136.046977515
87.0	6.74368142657e-06	138.592298356
88.0	7.03766001236e-06	140.709383225
89.0	7.35043494769e-06	142.451989741
90.0	7.67913824298e-06	143.868847246
91.0	8.02194686658e-06	145.002240663
92.0	8.37783114766e-06	145.887851584
93.0	8.74636452745e-06	146.555204335
94.0	9.12758233165e-06	147.028347616
95.0	9.52187759113e-06	147.326575180
96.0	9.92992427377e-06	147.465095020
97.0	1.03526197874e-05	147.455607707
98.0	1.07910405695e-05	147.306787812
99.0	1.12464054834e-05	147.024670935
100.0	1.17200426452e-05	146.612834926
