Frequency	Amplitude	Phase Angle [deg]
50.0	0.000461054100334	179.992242598
51.0	0.000443195071199	179.992148045
52.0	0.000426356613985	179.992176147
53.0	0.000410462490797	179.992368599
54.0	0.000395443507472	179.992778821
55.0	0.000381236783272	179.993474456
56.0	0.000367785128595	179.994539352
57.0	0.000355036520917	179.996073490
58.0	0.000342943671894	179.998187637
59.0	0.000331463671867	-179.999317395
60.0	0.00032055767379	-179.995772145
61.0	0.000310190530001	-179.991533101
62.0	0.000300330218446	-179.986870807
63.0	0.000290946865665	-179.982378367
64.0	0.000282011365777	-179.978977160
65.0	0.00027349417821	-179.977699034
66.0	0.000265365371138	-179.979260291
67.0	0.000257596326612	-179.983707163
68.0	0.000250161865325	-179.990440393
69.0	0.000243041085987	-179.998574193
70.0	0.000236216648358	179.992994856
71.0	0.00022967347496	179.984195163
72.0	0.000223397738355	179.975606345
73.0	0.000217376339031	179.967318761
74.0	0.00021159672653	179.959315319
75.0	0.000206046878486	179.951526309
76.0	0.000200715326381	179.943861483
77.0	0.000195591177888	179.936226415
78.0	0.000190664125893	179.928529651
79.0	0.000185924440696	179.920684979
80.0	0.000181362952039	179.912611319
81.0	0.000176971025578	179.904231583
82.0	0.0001727405335	179.895471143
83.0	0.00016866382646	179.886256227
84.0	0.000164733702999	179.876512352
85.0	0.000160943381447	179.866162813
86.0	0.00015728647241	179.855127239
87.0	0.0001537569525	179.843320167
88.0	0.000150349140468	179.830649599
89.0	0.000147057674104	179.817015514
90.0	0.000143877487791	179.802308289
91.0	0.000140803793341	179.786406997
92.0	0.000137832060321	179.769177531
93.0	0.000134957997433	179.750470544
94.0	0.000132177535925	179.730119144
95.0	0.000129486811921	179.707936317
96.0	0.000126882150214	179.683712065
97.0	0.000124360047449	179.657210216
98.0	0.000121917155699	179.628164908
99.0	0.000119550265045	179.596276776
100.0	0.000117256285076	179.561057213
