	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.316099901206	-2.98349533296
52.0	0.341614611129	-3.28239431755
53.0	0.370502585653	-3.63723024618
54.0	0.403607526959	-4.06430568072
55.0	0.442094061016	-4.58654214385
56.0	0.487615333108	-5.23709242219
57.0	0.542596176157	-6.06554820820
58.0	0.610734596022	-7.14916798572
59.0	0.697939885287	-8.6144775
60.0	0.814201215806	-10.6820743572
61.0	0.977570148971	-13.7685718414
62.0	1.22311221389	-18.7459832131
63.0	1.62153029091	-27.6840663466
64.0	2.27382491313	-45.9597919582
65.0	2.80174864741	-82.1687755728
66.0	2.15793978857	-119.897599272
67.0	1.40202720032	-139.323093774
68.0	0.95437895836	-148.349810550
69.0	0.684575271137	-152.810103520
70.0	0.507180360958	-154.890182336
71.0	0.381464955472	-155.390383536
72.0	0.287095291994	-154.501135297
73.0	0.213205550412	-151.972673124
74.0	0.153846501383	-146.936793295
75.0	0.106326620227	-137.183572328
76.0	0.0717779342254	-117.487530409
77.0	0.0576931062971	-82.7986610572
78.0	0.0685357856623	-49.8179062713
79.0	0.0924986077722	-31.7334366657
80.0	0.120291634678	-22.4003166050
81.0	0.148914875331	-17.0814024034
82.0	0.177548648083	-13.7565334786
83.0	0.206021935719	-11.5312672710
84.0	0.234373851304	-9.96663881326
85.0	0.262715692991	-8.82642528304
86.0	0.29118313774	-7.97372662730
87.0	0.319919069134	-7.32439516956
88.0	0.349067918914	-6.82422311421
89.0	0.378774672117	-6.43695262524
90.0	0.409185883448	-6.13759453574
91.0	0.440451632896	-5.90851944826
92.0	0.472727993396	-5.73707614395
93.0	0.506179871776	-5.61409094686
94.0	0.540984220983	-5.53289630359
95.0	0.577333697994	-5.48868925899
96.0	0.615440899334	-5.47810297707
97.0	0.655543355697	-5.49892106882
98.0	0.697909528681	-5.54989167906
99.0	0.742846133055	-5.63061521387
100.0	0.790707209259	-5.74148528595
