	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.0187795262392	-3.52539458125
52.0	0.0202922553181	-3.70145514315
53.0	0.0219633180381	-3.90818307746
54.0	0.0238234370243	-4.1558627846
55.0	0.0259139725217	-4.45944978775
56.0	0.0282923202825	-4.84136810149
57.0	0.0310409567281	-5.33646983404
58.0	0.034283288245	-6.00129366043
59.0	0.0382128665667	-6.93244799069
60.0	0.0431503136991	-8.30594316875
61.0	0.0496602564381	-10.4693709091
62.0	0.0587951515622	-14.1828437204
63.0	0.0724884898383	-21.3240071470
64.0	0.0922820183241	-36.9153454984
65.0	0.0997695996136	-68.8357784287
66.0	0.0642882146799	-99.0528135915
67.0	0.0331868030724	-103.729292884
68.0	0.0190047173193	-82.9845436947
69.0	0.0170116441754	-49.2720600078
70.0	0.0207707916647	-28.4857682037
71.0	0.0257201298069	-18.8113137464
72.0	0.0306957143644	-13.9395969590
73.0	0.0355452977094	-11.2059993297
74.0	0.040312552754	-9.54007476869
75.0	0.045069248534	-8.46338086050
76.0	0.0498825977721	-7.73860207634
77.0	0.0548109096543	-7.23761396132
78.0	0.0599051004969	-6.88641062828
79.0	0.0652110238373	-6.63986765631
80.0	0.0707715359407	-6.46923932315
81.0	0.0766281612576	-6.35555057613
82.0	0.0828224317052	-6.28591072283
83.0	0.0893970004394	-6.25136129731
84.0	0.0963966189759	-6.24557011734
85.0	0.103869044447	-6.26401252297
86.0	0.111865934373	-6.30344345543
87.0	0.1204437725	-6.36154935037
88.0	0.129664868764	-6.43671435416
89.0	0.139598472799	-6.52786153590
90.0	0.150322045163	-6.63434454230
91.0	0.16192273352	-6.75587444249
92.0	0.174499112116	-6.89247180485
93.0	0.188163254598	-7.04443776490
94.0	0.203043227637	-7.21234013414
95.0	0.219286116901	-7.39701234166
96.0	0.237061729387	-7.59956399115
97.0	0.25656716004	-7.82140310384
98.0	0.278032468168	-8.06427087901
99.0	0.301727794703	-8.33029081348
100.0	0.327972364684	-8.62202785506
