	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	1.89928103329	175.225358281
52.0	2.10952635773	174.819333931
53.0	2.35480991225	174.347786038
54.0	2.64439278335	173.793089119
55.0	2.9910966498	173.130752295
56.0	3.41317771440	172.325747780
57.0	3.93750432657	171.326226233
58.0	4.60521072200	170.052187670
59.0	5.48233867362	168.373746165
60.0	6.68121979674	166.066143116
61.0	8.40666766746	162.707553611
62.0	11.0624066405	157.419353367
63.0	15.4877343998	148.123277995
64.0	23.0428306020	129.431233378
65.0	30.2891379038	92.7327890497
66.0	25.0465541935	54.4212106259
67.0	17.6038961056	34.2915745807
68.0	13.0823284132	24.3990256176
69.0	10.3599987699	18.8513780230
70.0	8.59310715578	15.3698716350
71.0	7.36637025052	13.0036291341
72.0	6.46851961801	11.3016142101
73.0	5.78382490358	10.0258877011
74.0	5.24437623751	9.04013431062
75.0	4.80794687263	8.26109832941
76.0	4.44698523307	7.63532306946
77.0	4.14277663773	7.12711822254
78.0	3.88216804218	6.71193288578
79.0	3.65563978949	6.37251474071
80.0	3.45612227350	6.0965905574
81.0	3.27824309371	5.87542054704
82.0	3.11783278308	5.70287837390
83.0	2.97159106021	5.57486246969
84.0	2.83685573833	5.48892712486
85.0	2.71143898016	5.44406922936
86.0	2.59350871433	5.44063529805
87.0	2.48150095701	5.48033282201
88.0	2.37405364347	5.56634496682
89.0	2.2699556424	5.70356224123
90.0	2.16810668657	5.89896168738
91.0	2.06748527878	6.16218802607
92.0	1.96712265626	6.50642752976
93.0	1.86608172309	6.94972570510
94.0	1.76344070016	7.51700328590
95.0	1.6582824062	8.24321119619
96.0	1.54969198657	9.17841263670
97.0	1.43676964211	10.3962570154
98.0	1.31867271691	12.0086865092
99.0	1.19471926442	14.1926349876
100.0	1.06462826645	17.2408722657
