	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	1.91996653576	175.067476206
52.0	2.13775427053	174.655427986
53.0	2.39236886305	174.177575056
54.0	2.69357995919	173.616269839
55.0	3.05491645664	172.946997170
56.0	3.49564591609	172.134702517
57.0	4.04413173955	171.127507078
58.0	4.74380781905	169.845378281
59.0	5.66442797537	168.158394126
60.0	6.92467980249	165.841756015
61.0	8.74107152567	162.473594533
62.0	11.5407112848	157.175235800
63.0	16.2129003647	147.868360053
64.0	24.2074387012	129.164811134
65.0	31.9369423459	92.4540889694
66.0	26.5096631820	54.1293807560
67.0	18.7057326369	33.9856745157
68.0	13.9580402830	24.0780148102
69.0	11.1004513876	18.5141021234
70.0	9.24795094542	15.0150467915
71.0	7.96418429879	12.6298233392
72.0	7.02698685331	10.9072255737
73.0	6.31460919867	9.60911869115
74.0	5.75559593391	8.59896125309
75.0	5.30551529484	7.79323499809
76.0	4.93538210872	7.13817712482
77.0	4.62551571532	6.59773864411
78.0	4.36209344638	6.14694634424
79.0	4.13512129232	5.76804796475
80.0	3.93718842827	5.44817506479
81.0	3.76267489152	5.17787481155
82.0	3.60723145782	4.95016107825
83.0	3.46742856004	4.75988815992
84.0	3.34051333626	4.60333260631
85.0	3.22423761655	4.47791469916
86.0	3.11673349439	4.38201800570
87.0	3.01642146112	4.31488196698
88.0	2.92194115394	4.27655315820
89.0	2.83209802849	4.26788858046
90.0	2.74582133396	4.29061047070
91.0	2.66213011803	4.34741809360
92.0	2.58010494658	4.44216878590
93.0	2.49886360324	4.58014950451
94.0	2.41753952191	4.76847307187
95.0	2.33526200902	5.01665344738
96.0	2.25113768356	5.33744640032
97.0	2.16423288866	5.74809581944
98.0	2.07355741415	6.27221829727
99.0	1.97805093088	6.94272337223
100.0	1.87657551375	7.80646447678
