	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.281039723944	-3.10913447087
52.0	0.304267415965	-3.41653413403
53.0	0.330627418541	-3.78085260335
54.0	0.360906355676	-4.2185665933
55.0	0.396190247788	-4.75281199448
56.0	0.438020971581	-5.41700780152
57.0	0.488660699146	-6.26107941981
58.0	0.55156042865	-7.36270804471
59.0	0.632236966044	-8.84896092639
60.0	0.740021237752	-10.9411381265
61.0	0.891789429206	-14.0567767528
62.0	1.12037044123	-19.0691238260
63.0	1.49215971150	-28.0496133413
64.0	2.10329887886	-46.3775374852
65.0	2.60701896266	-82.6517981191
66.0	2.02171692853	-120.463747277
67.0	1.32404727002	-139.997341393
68.0	0.909869900791	-149.168139798
69.0	0.660149689319	-153.826186814
70.0	0.496018135861	-156.187490710
71.0	0.379754130351	-157.105511270
72.0	0.292460564426	-156.872150447
73.0	0.223945489305	-155.448468798
74.0	0.168417494785	-152.449618713
75.0	0.122642036647	-146.879304093
76.0	0.0854269097042	-136.324979550
77.0	0.0586107621879	-115.323545590
78.0	0.0491550573157	-80.0566842180
79.0	0.0599398271026	-48.5698252373
80.0	0.0809716570886	-31.4941346310
81.0	0.105129887255	-22.5533543008
82.0	0.130109727059	-17.3875399045
83.0	0.155258928641	-14.1251542655
84.0	0.180432614113	-11.9251155037
85.0	0.205657327532	-10.3694286914
86.0	0.231022323717	-9.23092989353
87.0	0.256640785238	-8.37694038521
88.0	0.282635416561	-7.72539573181
89.0	0.3091334658	-7.22316231249
90.0	0.336265708197	-6.83455747512
91.0	0.364167238823	-6.53491396364
92.0	0.392979183442	-6.30679619132
93.0	0.422850977579	-6.13768568502
94.0	0.453943098099	-6.01851848493
95.0	0.486430263525	-5.94273694926
96.0	0.520505186985	-5.90566400021
97.0	0.556383031924	-5.90408710145
98.0	0.594306777631	-5.93598417926
99.0	0.634553779767	-6.00035024195
100.0	0.677443901015	-6.09709497491
