	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.30762106638	-3.08175653405
52.0	0.332961718929	-3.38954199300
53.0	0.361718382523	-3.75440378255
54.0	0.394750056417	-4.19284562044
55.0	0.433242826182	-4.72803620928
56.0	0.478880806573	-5.39343470635
57.0	0.53413506033	-6.23901615240
58.0	0.602775510105	-7.34252365203
59.0	0.690829135639	-8.83110252748
60.0	0.808490243324	-10.9261523878
61.0	0.974197390776	-14.0453389774
62.0	1.22382068220	-19.0620779758
63.0	1.62991333148	-28.0480279799
64.0	2.29757660580	-46.3827858145
65.0	2.8481736804	-82.6656749531
66.0	2.20921583540	-120.488644486
67.0	1.44734077586	-140.036519197
68.0	0.995098505804	-149.226160493
69.0	0.722505008002	-153.909636154
70.0	0.543414902654	-156.306234566
71.0	0.416622023605	-157.275007812
72.0	0.321478529244	-157.117989877
73.0	0.24683939799	-155.816004556
74.0	0.186352223038	-153.026318913
75.0	0.136419293818	-147.851552384
76.0	0.0955566679429	-138.124878179
77.0	0.0652369113122	-118.801355438
78.0	0.0523539856732	-84.7264149251
79.0	0.0617021738661	-51.4886845417
80.0	0.0834314221743	-32.9176084927
81.0	0.109046367079	-23.2906497852
82.0	0.135681666428	-17.7998451248
83.0	0.162519840207	-14.3659378862
84.0	0.189366749412	-12.0663661946
85.0	0.216236223817	-10.4484693998
86.0	0.243217644797	-9.26878998025
87.0	0.270429158229	-8.38629785981
88.0	0.298000302199	-7.71433253312
89.0	0.326065886916	-7.19708038944
90.0	0.354764564992	-6.79722111401
91.0	0.384239522711	-6.48904839469
92.0	0.414640242067	-6.25444775909
93.0	0.446124906843	-6.08044771275
94.0	0.478863314308	-5.95767834487
95.0	0.51304029527	-5.87937539851
96.0	0.548859735841	-5.84072474238
97.0	0.586549351152	-5.83842749677
98.0	0.626366443712	-5.87041384112
99.0	0.668604938942	-5.93566201772
100.0	0.713604119252	-6.03409123446
