	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	2.56292789574	174.621679972
52.0	2.87498884284	174.186730689
53.0	3.24233363285	173.684818486
54.0	3.67985221249	173.098228681
55.0	4.20818705307	172.402374071
56.0	4.85676751622	171.562122684
57.0	5.66895966039	170.525512324
58.0	6.71123868489	169.212420508
59.0	8.09047768133	167.492828124
60.0	9.98875333196	165.141831510
61.0	12.7387587354	161.737447417
62.0	16.9984769569	156.400878414
63.0	24.1448511238	147.053670355
64.0	36.4651625561	128.307520706
65.0	48.6827953818	91.5517696153
66.0	40.9105615914	53.1794295663
67.0	29.2388760750	32.9852970789
68.0	22.1096028236	23.0242063889
69.0	17.8276630057	17.4036265132
70.0	15.0672875787	13.8444123751
71.0	13.1709720712	11.3952560247
72.0	11.8031391644	9.60463804653
73.0	10.7796946030	8.23407544029
74.0	9.99258167532	7.14663852711
75.0	9.37466501579	6.25837492924
76.0	8.88223333001	5.51503489163
77.0	8.48570716336	4.88002143692
78.0	8.16442183986	4.32774252281
79.0	7.90355522371	3.83974448725
80.0	7.69224296364	3.40236078842
81.0	7.52238095313	3.00522671663
82.0	7.38784107271	2.64030964234
83.0	7.28394413958	2.30125719087
84.0	7.20709777756	1.98294752959
85.0	7.15454306592	1.68117157872
86.0	7.12417469414	1.39240333666
87.0	7.11441210511	1.11363014621
88.0	7.12410680369	0.842224383714
89.0	7.15247605567	0.575844083631
90.0	7.19905635077	0.312353817081
91.0	7.26367229505	0.0497596749006
92.0	7.3464179414	-0.213846176366
93.0	7.44764881834	-0.480334842959
94.0	7.56798361054	-0.751586785897
95.0	7.70831529297	-1.02953706860
96.0	7.86983198919	-1.31622210286
97.0	8.05404860857	-1.61383024279
98.0	8.26285093743	-1.92475889699
99.0	8.49855486640	-2.25168129613
100.0	8.76398445208	-2.59762470186
