	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	1.93303409816	174.980863798
52.0	2.15523390018	174.565576878
53.0	2.41530438634	174.084339767
54.0	2.72331306408	173.519493935
55.0	3.09320320464	172.846512253
56.0	3.54483515003	172.030327100
57.0	4.10744881132	171.019045311
58.0	4.82582663906	169.732618565
59.0	5.77189961092	168.041107545
60.0	7.06808365567	165.719694519
61.0	8.93774760801	162.346489013
62.0	11.8217185017	157.042793853
63.0	16.6386356450	147.730263405
64.0	24.8908872825	129.020712810
65.0	32.9038222305	92.3036100728
66.0	27.3682565698	53.9721067549
67.0	19.3525239183	33.8211510794
68.0	14.4723533735	23.9057428861
69.0	11.5356214262	18.3335325488
70.0	9.63313207194	14.8255738452
71.0	8.31616951100	12.4307774410
72.0	7.35617836567	10.6978647446
73.0	6.62788016555	9.38861867024
74.0	6.05774197054	8.36640393584
75.0	5.60004122198	7.54759489040
76.0	5.22495488694	6.87830539773
77.0	4.91223912392	6.32234426621
78.0	4.64768235695	5.85457370472
79.0	4.42101667301	5.45705012591
80.0	4.22463596041	5.11668167034
81.0	4.05278050196	4.82375336821
82.0	3.90100176833	4.57096994654
83.0	3.76580128521	4.35281912547
84.0	3.64438085036	4.16514024936
85.0	3.53446584271	4.00482890090
86.0	3.43417758246	3.86963472249
87.0	3.34193928267	3.75802572377
88.0	3.25640535505	3.66910241200
89.0	3.17640720135	3.60255175932
90.0	3.10091071600	3.55863572361
91.0	3.02898215095	3.53821283505
92.0	2.95975990506	3.54279479113
93.0	2.89243048968	3.57464360389
94.0	2.82620722211	3.63691956473
95.0	2.76031061292	3.73389627549
96.0	2.69394953884	3.87126836704
97.0	2.62630244016	4.05659127696
98.0	2.55649794673	4.29991480065
99.0	2.48359447347	4.61470843929
100.0	2.40655862732	5.01923357168
