	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.275636245996	-3.15075297702
52.0	0.298594875155	-3.46092784000
53.0	0.324669375625	-3.82833530034
54.0	0.354643289092	-4.26950639829
55.0	0.389598444162	-4.80764356826
56.0	0.431070869884	-5.47624798138
57.0	0.481314340216	-6.32534744262
58.0	0.543767386727	-7.43275198499
59.0	0.62392760203	-8.92569275089
60.0	0.731095090186	-11.0256806627
61.0	0.882094793807	-14.1505276902
62.0	1.10967071579	-19.1738443245
63.0	1.48011061648	-28.1675528309
64.0	2.08980847761	-46.5116131472
65.0	2.59521822338	-82.8058590781
66.0	2.01694708142	-120.642972913
67.0	1.32425831249	-140.208860747
68.0	0.912715685608	-149.422026980
69.0	0.664561553744	-154.137124476
70.0	0.501486069812	-156.577680324
71.0	0.385998089156	-157.610047582
72.0	0.299299324015	-157.549607600
73.0	0.231231722741	-156.403420245
74.0	0.175985024326	-153.885058979
75.0	0.130218390204	-149.230769001
76.0	0.092395847926	-140.617226545
77.0	0.0632830934339	-123.732475437
78.0	0.0481208442173	-92.4082678240
79.0	0.0530540153853	-57.2267891629
80.0	0.0713239162204	-36.0478114379
81.0	0.094190099687	-25.1245114458
82.0	0.118367731973	-19.0054419836
83.0	0.142894614984	-15.2349315742
84.0	0.167520139789	-12.7371407301
85.0	0.192228691189	-10.9934310894
86.0	0.217090110321	-9.72909170061
87.0	0.24220741465	-8.78693744191
88.0	0.267697302537	-8.07132343742
89.0	0.293683025267	-7.52112704387
90.0	0.320292372251	-7.09572708788
91.0	0.347657953225	-6.76727401494
92.0	0.375918627702	-6.51620801408
93.0	0.405221608608	-6.32854911968
94.0	0.435725074341	-6.19420107250
95.0	0.467601271632	-6.10586008308
96.0	0.501040182436	-6.05829859116
97.0	0.536253889896	-6.04789035341
98.0	0.573481846208	-6.07229709300
99.0	0.612997317339	-6.13026829650
100.0	0.655115373534	-6.2215199943
