	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.294602470273	-3.01387886835
52.0	0.31851011612	-3.31437034109
53.0	0.345591213164	-3.67095830779
54.0	0.376639865511	-4.09997389339
55.0	0.412752237087	-4.62437394069
56.0	0.455484315606	-5.27735531482
57.0	0.507118480888	-6.10856525622
58.0	0.571135641181	-7.19533301518
59.0	0.653098534196	-8.66427555520
60.0	0.762411436652	-10.7361096020
61.0	0.916071567745	-13.8276062250
62.0	1.14710523404	-18.8109910559
63.0	1.52214247726	-27.7563130005
64.0	2.13661485866	-46.0409496865
65.0	2.63568471100	-82.2610987679
66.0	2.03267814549	-120.004197124
67.0	1.32263378101	-139.448369608
68.0	0.901930740873	-148.500197271
69.0	0.648329561112	-152.995353301
70.0	0.481579641681	-155.125753962
71.0	0.36339945565	-155.702158787
72.0	0.274663859626	-154.935489776
73.0	0.205132503336	-152.620045148
74.0	0.149150313177	-147.992537691
75.0	0.10401125732	-139.113153856
76.0	0.0702374836657	-121.312074558
77.0	0.0539768042037	-88.5195036515
78.0	0.0611802562899	-53.8140404179
79.0	0.0824249753735	-33.8377107897
80.0	0.108056483957	-23.6015425040
81.0	0.134732649884	-17.8498419033
82.0	0.161521385634	-14.2943765137
83.0	0.188207769761	-11.9339473744
84.0	0.214807708062	-10.2839511918
85.0	0.24141690796	-9.08661744319
86.0	0.268158895607	-8.19393600423
87.0	0.295166223706	-7.51559695052
88.0	0.322574041621	-6.99376286582
89.0	0.350518654875	-6.58992867243
90.0	0.379138234775	-6.27765425684
91.0	0.408574530573	-6.03833930760
92.0	0.438975124867	-5.85866243437
93.0	0.470496072378	-5.72897453081
94.0	0.503304906715	-5.64226232838
95.0	0.537584076716	-5.59346566700
96.0	0.573534933715	-5.57902212807
97.0	0.611382439279	-5.59656331619
98.0	0.651380821645	-5.64471657126
99.0	0.693820480814	-5.72298394071
100.0	0.739036548292	-5.83167675783
