	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.077415941711	-4.93508826235
52.0	0.086116173796	-5.33048098313
53.0	0.0962613239767	-5.79014346996
54.0	0.108230504314	-6.3315997142
55.0	0.12254820175	-6.97922736295
56.0	0.139960736431	-7.76792760564
57.0	0.161565895792	-8.74940779579
58.0	0.189043545505	-10.0035082737
59.0	0.225089607099	-11.6599349345
60.0	0.274287814364	-13.9432427458
61.0	0.344992192976	-17.2750255677
62.0	0.453661197579	-22.5336446810
63.0	0.634477078062	-31.7970640261
64.0	0.94263902981	-50.4530333375
65.0	1.23679639099	-87.1115866891
66.0	1.02038506795	-125.379000488
67.0	0.715177446434	-145.459666763
68.0	0.529714393975	-155.297821259
69.0	0.417837125305	-160.784923941
70.0	0.34498483203	-164.198880312
71.0	0.294162270571	-166.489555802
72.0	0.256725032657	-168.106781365
73.0	0.227936836954	-169.287051160
74.0	0.205016712877	-170.164936123
75.0	0.18623339563	-170.821570422
76.0	0.170455105684	-171.307809201
77.0	0.156910793819	-171.656124224
78.0	0.145056201303	-171.887045374
79.0	0.134495000931	-172.012747165
80.0	0.12493039967	-172.039013893
81.0	0.116134353076	-171.966182853
82.0	0.107927372956	-171.789338008
83.0	0.100164942031	-171.497825740
84.0	0.0927282028752	-171.073999695
85.0	0.0855175415555	-170.490906975
86.0	0.0784482739368	-169.708323472
87.0	0.0714480736423	-168.665989092
88.0	0.0644562040766	-167.271780241
89.0	0.0574252441438	-165.380184071
90.0	0.0503272860269	-162.751101901
91.0	0.0431697595377	-158.966511380
92.0	0.0360347897844	-153.253655221
93.0	0.0291813581142	-144.113483548
94.0	0.0233121753983	-128.763842917
95.0	0.020074021164	-104.266865147
96.0	0.021653483277	-75.5331992563
97.0	0.0281561891467	-53.8959119883
98.0	0.0379841324582	-40.8495566922
99.0	0.0500873343805	-33.0402604540
100.0	0.0641023328815	-28.1182296703
