	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.289702714274	-3.06032748423
52.0	0.313424629715	-3.364247569
53.0	0.340320166422	-3.72467741304
54.0	0.37118490513	-4.15802188142
55.0	0.407117142106	-4.68732864843
56.0	0.449676038265	-5.34590744549
57.0	0.501148878931	-6.18354709189
58.0	0.565024512632	-7.27775634111
59.0	0.646879315051	-8.75538228933
60.0	0.756142794373	-10.8374405243
61.0	0.90986361072	-13.9410955875
62.0	1.14118712603	-18.9390993111
63.0	1.51706636035	-27.9022164753
64.0	2.13392464880	-46.2088179596
65.0	2.63865419857	-82.4565101651
66.0	2.04060678988	-120.234779426
67.0	1.33211618070	-139.724820133
68.0	0.911925567797	-148.837969798
69.0	0.658605757888	-153.417572827
70.0	0.49207269485	-155.668521739
71.0	0.374073284664	-156.424824391
72.0	0.285468150767	-155.942069306
73.0	0.215966866245	-154.107978452
74.0	0.159789880737	-150.375017296
75.0	0.113889830716	-143.348569232
76.0	0.0777417732119	-129.618388468
77.0	0.0551407499668	-102.597856852
78.0	0.0540424475427	-65.5893857547
79.0	0.0709741526352	-40.0926149608
80.0	0.0947946640493	-27.0119560102
81.0	0.120487448304	-19.9287085162
82.0	0.146579179847	-15.6853394825
83.0	0.17267946417	-12.9317986526
84.0	0.198738020665	-11.0383035668
85.0	0.224821732201	-9.68041604971
86.0	0.251039901825	-8.67656537626
87.0	0.277517206459	-7.91819763346
88.0	0.304383899796	-7.33691081742
89.0	0.331772856739	-6.88775428246
90.0	0.359819538521	-6.54018020942
91.0	0.388663309046	-6.27287229954
92.0	0.418449459205	-6.07065594188
93.0	0.44933169628	-5.92258269497
94.0	0.481475037477	-5.82070643006
95.0	0.515059155751	-5.75928307816
96.0	0.550282274557	-5.73423941769
97.0	0.587365780184	-5.74281908015
98.0	0.626559767114	-5.78335018368
99.0	0.668149813133	-5.85510067890
100.0	0.712465374973	-5.95819616923
