	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.1447813039	-90.0193511856
51.0	0.141957873847	-90.0219904608
52.0	0.139243861498	-90.0250957152
53.0	0.136633078109	-90.0287740621
54.0	0.134119754294	-90.0331603312
55.0	0.131698474417	-90.0384228852
56.0	0.129364102347	-90.0447682678
57.0	0.127111692621	-90.0524411905
58.0	0.124936381813	-90.0617125113
59.0	0.122833261874	-90.0728413883
60.0	0.12079725897	-90.0859893544
61.0	0.118823087687	-90.1010601950
62.0	0.116905430647	-90.1174608129
63.0	0.115039539453	-90.1338606075
64.0	0.113222297575	-90.1481744191
65.0	0.111453247559	-90.1580564744
66.0	0.109734545628	-90.1618762184
67.0	0.108069314158	-90.1595396299
68.0	0.106459427135	-90.1524448035
69.0	0.104904385137	-90.1426632192
70.0	0.103401692488	-90.1320797616
71.0	0.101947898653	-90.1219817558
72.0	0.100539463544	-90.1130594581
73.0	0.0991731959117	-90.1055797044
74.0	0.0978463721888	-90.0995654023
75.0	0.096556700274	-90.0949228094
76.0	0.0953022364086	-90.0915164794
77.0	0.0940813029877	-90.0892079796
78.0	0.0928924227019	-90.0878733571
79.0	0.0917342699096	-90.0874093905
80.0	0.0906056366082	-90.0877344490
81.0	0.0895054086213	-90.0887870691
82.0	0.0884325485816	-90.0905238001
83.0	0.0873860843565	-90.0929170439
84.0	0.0863651003377	-90.0959531897
85.0	0.0853687310126	-90.0996311479
86.0	0.0843961556562	-90.1039612885
87.0	0.0834465947535	-90.1089647628
88.0	0.0825193065682	-90.1146731702
89.0	0.0816135835346	-90.1211285428
90.0	0.0807287508184	-90.1283836169
91.0	0.079864162648	-90.1365023826
92.0	0.0790192003453	-90.1455608977
93.0	0.078193269826	-90.1556483658
94.0	0.0773857989673	-90.1668684834
95.0	0.0765962346216	-90.1793410604
96.0	0.0758240394555	-90.1932039207
97.0	0.0750686881268	-90.2086150811
98.0	0.0743296634675	-90.2257551977
99.0	0.0736064504321	-90.2448302497
100.0	0.0728985304543	-90.2659981426
