	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00555405968068	-103.245815303
51.0	0.00582551711951	-104.276692078
52.0	0.00611819932529	-105.447052957
53.0	0.00643444642499	-106.784284851
54.0	0.0067766072799	-108.322124161
55.0	0.00714678741294	-110.102098972
56.0	0.00754638190287	-112.175083275
57.0	0.0079752524415	-114.602689031
58.0	0.00843034417296	-117.457862137
59.0	0.00890349290053	-120.823393766
60.0	0.00937824654353	-124.786011714
61.0	0.0098259529373	-129.422446709
62.0	0.0102025238577	-134.773403582
63.0	0.0104492967198	-140.804401090
64.0	0.010502902673	-147.362625497
65.0	0.0103160558056	-154.154707827
66.0	0.00988105435109	-160.775493933
67.0	0.00923891185104	-166.791166259
68.0	0.00846481572833	-171.835070574
69.0	0.00764070782171	-175.663000671
70.0	0.00683368606443	-178.152104428
71.0	0.00608840861267	-179.267544915
72.0	0.00542975836154	-179.028474691
73.0	0.00486904679328	-177.490831721
74.0	0.00440957069693	-174.749756646
75.0	0.00405016041386	-170.954911058
76.0	0.00378685999518	-166.325185495
77.0	0.00361343801088	-161.146004684
78.0	0.00352154103818	-155.738810740
79.0	0.0035011086779	-150.409957248
80.0	0.00354123026616	-145.402272754
81.0	0.0036311983772	-140.870646495
82.0	0.00376138624786	-136.885674019
83.0	0.00392373866536	-133.454468751
84.0	0.00411188851511	-130.545139658
85.0	0.00432102790512	-128.106815658
86.0	0.00454766850318	-126.082965445
87.0	0.00478938219826	-124.418950181
88.0	0.00504456816433	-123.065627724
89.0	0.00531226245042	-121.980607988
90.0	0.00559199045112	-121.128266883
91.0	0.00588365637515	-120.479187713
92.0	0.00618746208839	-120.009400331
93.0	0.00650384846991	-119.699605826
94.0	0.00683345336055	-119.534471149
95.0	0.00717708152841	-119.502025347
96.0	0.00753568301498	-119.593160845
97.0	0.00791033699066	-119.801232623
98.0	0.00830223872205	-120.121742521
99.0	0.00871268738999	-120.552096267
100.0	0.0091430726282	-121.091318901
