	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.144986586917	-90.0186725544
51.0	0.142166210496	-90.0202867600
52.0	0.139455104408	-90.0220554393
53.0	0.136847104917	-90.0240015923
54.0	0.134336499398	-90.0261533153
55.0	0.13191798002	-90.0285448288
56.0	0.129586601058	-90.0312173040
57.0	0.127337735307	-90.0342188846
58.0	0.125167031066	-90.0376026307
59.0	0.12307036826	-90.0414199988
60.0	0.1210438174	-90.0457060129
61.0	0.119083614027	-90.0504516298
62.0	0.117186173661	-90.0555625196
63.0	0.115348181212	-90.0608177548
64.0	0.113566762054	-90.0658673699
65.0	0.111839647052	-90.0703182468
66.0	0.110165153019	-90.0739026803
67.0	0.108541887367	-90.0766193144
68.0	0.106968355677	-90.0787243487
69.0	0.105442760462	-90.0805899460
70.0	0.103963059301	-90.0825564853
71.0	0.102527138003	-90.0848625172
72.0	0.101132954079	-90.0876454100
73.0	0.0997786060421	-90.0909715606
74.0	0.0984623489573	-90.0948674778
75.0	0.0971825827464	-90.0993418525
76.0	0.0959378335552	-90.1043986459
77.0	0.0947267355956	-90.1100439845
78.0	0.0935480155648	-90.1162894451
79.0	0.0924004809447	-90.1231534562
80.0	0.0912830107927	-90.1306618222
81.0	0.0901945486435	-90.1388479084
82.0	0.0891340969701	-90.1477527595
83.0	0.0881007118837	-90.1574252885
84.0	0.0870934999999	-90.1679225897
85.0	0.0861116143632	-90.1793104138
86.0	0.0851542519348	-90.1916638109
87.0	0.0842206500653	-90.2050679615
88.0	0.0833100845169	-90.2196191958
89.0	0.0824218667128	-90.2354262279
90.0	0.0815553409187	-90.2526116146
91.0	0.0807098822303	-90.2713134618
92.0	0.0798848936001	-90.2916874094
93.0	0.0790798030684	-90.3139089168
94.0	0.0782940605842	-90.3381758887
95.0	0.0775271347354	-90.3647116636
96.0	0.0767785085025	-90.3937683983
97.0	0.0760476742381	-90.4256308694
98.0	0.0753341282179	-90.4606206850
99.0	0.0746373632006	-90.4991008909
100.0	0.0739568599965	-90.5414044111
