	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.145041387428	-90.0312443688
51.0	0.142225734633	-90.0351233921
52.0	0.139519712375	-90.0396334098
53.0	0.136917129454	-90.0449143763
54.0	0.134412203319	-90.0511421151
55.0	0.1319994872	-90.0585358285
56.0	0.129673785176	-90.0673641018
57.0	0.127430046492	-90.0779448963
58.0	0.125263234159	-90.0906300625
59.0	0.123168168651	-90.1057565626
60.0	0.121139377928	-90.1235357070
61.0	0.119171044296	-90.1438467177
62.0	0.117257241864	-90.1659283328
63.0	0.11539271896	-90.1880682447
64.0	0.11357427841	-90.2075804037
65.0	0.111802112817	-90.2214411838
66.0	0.110079753795	-90.2275480649
67.0	0.10841194529	-90.2257808830
68.0	0.106801779461	-90.2179468883
69.0	0.105249239245	-90.2067251867
70.0	0.103751687138	-90.1945560675
71.0	0.102305214076	-90.1831093417
72.0	0.100905763148	-90.1732842861
73.0	0.09954970029	-90.1654336950
74.0	0.0982339703727	-90.1595957565
75.0	0.0969560528014	-90.1556585846
76.0	0.0957138553678	-90.1534571661
77.0	0.0945056097124	-90.1528234997
78.0	0.0933297869862	-90.1536092812
79.0	0.0921850369309	-90.1556941006
80.0	0.091070144276	-90.1589866846
81.0	0.0899839991077	-90.1634232013
82.0	0.0889255765896	-90.1689646383
83.0	0.0878939219152	-90.1755941935
84.0	0.0868881405218	-90.1833150730
85.0	0.0859073902543	-90.1921488286
86.0	0.0849508756189	-90.2021342537
87.0	0.0840178435715	-90.2133268061
88.0	0.0831075791369	-90.2257985253
89.0	0.082219403014	-90.2396383984
90.0	0.0813526676752	-90.2549531613
91.0	0.0805067550909	-90.2718685138
92.0	0.0796810734288	-90.2905307483
93.0	0.0788750544542	-90.3111088038
94.0	0.0780881494745	-90.3337967505
95.0	0.0773198264199	-90.3588167300
96.0	0.076569564452	-90.3864223664
97.0	0.0758368493146	-90.4169026513
98.0	0.0751211665803	-90.4505863021
99.0	0.0744219937794	-90.4878465365
100.0	0.0737387908029	-90.5290297130
